LogIncome,LogExpenditure,KidsCount,Race,UrbanRural
10.92365008,7.26222724,0.744401989,-0.634348434,0.755692068
9.635037796,9.234630025,0.155003569,1.606359834,1.202918283
8.229046702,7.624751572,1.558736649,0.592068534,1.476531838
8.913021272,9.794437023,0.733745678,1.247978326,1.064697341
10.23701766,9.565979628,0.131865255,0.290903672,1.028491551
9.37587265,9.756347767,0.216642137,0.803258304,0.953502713
9.973288559,8.390749349,-0.356846782,1.702840837,1.098247706
8.990533843,9.552957161,2.339261725,1.642855489,0.791163015
11.50461121,9.406301618,0.432586636,1.375833762,1.253243375
13.53627368,8.560636388,0.965814114,2.252042745,1.088980358
10.56967288,7.986782729,-0.132402944,2.213105048,0.699743828
12.71461202,8.086846507,0.588481396,2.262143751,0.534178654
11.91328343,7.732503198,-1.319912612,2.50262407,1.179094333
8.773634861,7.84499145,0.63206805,0.38712385,1.151953962
10.59045896,7.725556988,-0.844506803,2.884183159,1.041351509
11.41857359,8.168301049,0.270985562,0.606570527,0.96971038
10.90778909,8.616849949,1.686569567,1.736589843,0.32144989
11.62193417,6.329285662,-0.145049483,1.373993327,0.881821092
9.669615088,9.97453475,0.621218996,1.280893425,0.730694503
10.40586815,9.474314698,-0.024953701,-0.060857104,0.932086877
10.83668575,7.876787653,-2.523878423,1.441675259,0.995013209
10.79517877,8.601995102,1.284543275,3.007367823,1.184074722
10.68941925,8.151882507,2.015202542,1.890216852,1.0756435
9.744644776,8.345272606,-0.373585638,1.148878295,0.924060394
10.08076044,9.508387018,2.046129158,2.863553667,0.767217635
8.598792172,9.503837034,0.707530989,0.625618344,0.774468367
10.30069133,9.099388865,1.78517333,-0.033676656,1.106290838
11.02543513,7.554808644,1.462566365,1.584988701,0.844440816
8.727299632,8.740131087,2.709990276,1.088928019,1.080869528
12.32053658,8.796550399,2.093201503,0.567601574,0.943028223
10.96509098,9.561736159,-1.02425062,2.391157219,0.887462868
7.701035001,7.790056746,0.452658516,2.096389798,1.269688037
11.6882903,8.203184197,-3.312166425,0.266891523,1.037278558
11.06164249,9.405411068,-0.273265847,1.213113399,1.410706248
12.55156107,7.310398389,-1.391787466,1.751909218,1.165028616
11.26959865,9.882469138,1.485351937,2.210782707,1.469984193
11.90556521,8.351571481,0.941537398,0.409317358,0.985168872
8.593995238,11.98075191,-0.561612243,-0.25265655,1.104549677
12.0610944,10.52151147,1.654962743,1.226319198,1.157113035
8.784845378,8.911431243,1.008747788,1.516684732,1.361774865
10.55851504,8.460620224,1.728898368,-0.512764818,1.101023114
10.4363485,9.282331466,-0.881389983,4.011900447,0.959906612
10.80722645,8.87025884,-0.141695098,1.841629943,1.115979333
10.99087173,8.861489175,-2.305432873,0.919499954,1.241600696
12.45664869,9.864435113,2.495030159,-0.249100142,1.027631048
10.41522556,8.541093417,1.32253088,1.071293301,0.87182522
10.20944023,9.711370629,1.853870466,1.370888558,0.85110758
9.888157159,8.16096158,0.718599293,2.851517438,0.908088664
10.85420076,7.001548388,-0.352411471,-0.197476309,1.05994766
13.10733747,9.92628792,2.828371295,1.453042469,0.840903466
11.62682206,8.977172862,-0.036890107,3.344647521,1.055840998
9.624115615,9.533064971,-0.633198519,-0.535032873,1.020299991
11.24256462,7.827821238,-0.268671965,1.844542622,1.318455206
9.64922995,9.176375324,0.415862643,0.424019454,0.971723954
9.501049341,9.245521118,0.936181757,2.289626159,1.119878704
9.566799328,8.116008239,0.120495435,3.620857199,1.730676805
8.520265841,8.694447943,1.360709183,0.003694621,1.501392015
10.41163595,9.353420546,0.132072669,-0.085442286,0.749735033
10.15888486,7.642794333,-0.276120184,2.245746951,1.0527725
10.49327114,9.932453562,2.042186344,0.311620596,0.743899541
10.24543405,7.578744395,-0.352795536,0.484313239,0.960523601
11.15586623,7.356198794,0.203219901,1.196596748,1.19227033
9.356911661,9.144028342,0.067142432,1.371067043,0.755857984
8.772947889,8.688787257,0.918802014,2.123016445,1.446501909
10.39273575,8.432123211,1.432830702,0.37691136,1.68215195
11.19023014,9.458914699,0.362434859,3.036097436,0.706212973
12.0441056,8.618328594,1.643041025,1.973376728,0.775163344
11.40951505,7.8420543,0.898547334,-0.000585498,0.986400246
11.64437056,9.974187515,0.729869612,3.363906272,1.124783081
11.15182696,9.432217372,0.615184221,1.636111335,0.931077092
9.32154157,9.302194693,0.580823822,3.260446677,0.781551086
9.25871095,9.886853848,0.065294504,0.221693836,1.145786941
10.68804762,8.923763178,1.881161041,1.353112823,1.490140257
10.40159,9.521727311,-0.006384929,-0.080170475,1.322036392
11.41919392,9.655848326,-0.65255447,0.950875826,0.864894056
10.65459911,9.030142741,2.103609267,2.893366521,0.886856264
9.599611202,8.453606376,2.80565124,2.748976284,1.089764999
9.460365552,10.00741888,-1.166298449,1.840608287,0.9965934
10.82288876,10.03583845,0.295747236,0.636391759,1.061928165
9.627386981,8.280656788,-0.859989161,0.842036575,1.530778055
9.615565296,9.959473031,2.737446005,1.616639887,0.716407895
12.09086273,8.411738506,1.191200076,1.260650045,0.978489281
10.18080154,9.182319616,1.232854974,2.494316486,1.068724436
10.57570015,8.376300614,0.431635852,1.99498654,1.054914757
10.4558177,10.58230246,0.652074946,1.750357965,0.950566133
10.76032319,8.345833709,1.211258888,-0.19087449,1.206539688
10.69556995,9.337890925,0.724133689,1.748221987,1.008734803
10.19353911,8.1592132,1.564505428,2.461679018,1.073997604
11.28328961,9.206932327,-0.767374105,1.296091296,1.514448303
13.37786535,8.601108428,0.871179013,2.299093507,1.047317088
11.39364844,9.003832295,0.585885773,1.860259659,0.954189404
11.16997134,10.03139146,0.836278622,3.11389965,0.729389609
9.614314648,9.384239831,-0.667480591,1.060694543,1.141448602
12.4745618,8.419218732,-0.083652605,2.25721814,0.917494135
10.23161693,6.554228137,-0.439603456,3.098854501,0.813460155
15.31967444,9.639041396,1.047438516,1.412157555,0.900633922
9.860847297,8.754935215,0.756183498,3.176870931,1.03970748
10.26285296,9.736377886,-0.366909037,1.823585535,0.9308897
10.40245133,8.434778918,1.918632057,0.730469258,0.615735678
10.86614409,11.44440362,1.446939144,1.062364488,1.169210592
10.55371569,10.56354843,-0.944272793,1.884029981,0.93891758
10.4005708,6.294212047,-0.864729907,1.096796611,0.81346156
9.759704221,8.671783276,0.147593262,2.24400195,1.352071621
10.3448775,8.267084499,1.648720535,1.227316617,1.071071036
7.895685887,7.815416358,1.642010363,1.213637296,0.912203492
10.89146381,9.426381174,1.035455508,1.271413195,1.162163431
9.588805713,7.619463181,2.337526124,0.078691835,1.334345138
10.23707233,8.184662613,0.29123357,1.640528263,1.200898398
9.87828576,9.077128854,-0.134682802,0.758112171,0.90277315
10.92799086,8.332736632,1.948030201,1.572375964,0.994047021
10.5022052,8.258887879,0.297440005,-0.185641116,1.190097272
10.07584257,8.979129012,0.854834513,0.811323423,1.525633773
10.01506049,9.977815974,2.004159867,1.743870654,0.778040596
9.779391674,9.297265483,0.897958073,1.746105992,0.984925313
10.51415926,7.215501464,-0.164819282,2.294953019,1.028948221
11.4499212,9.543859588,0.688923979,2.430189299,1.298100023
11.38764662,10.10490307,-0.21545986,2.827074691,1.532619557
9.892318562,9.125877167,1.343611526,1.739358131,0.694907346
11.12056265,8.912057348,1.51668051,2.559226311,1.602160201
9.554753555,8.691786778,-0.377163168,0.527165862,0.824617425
10.89497055,8.756545046,-1.054153234,0.359524314,1.071613631
10.9738681,8.010054277,1.250667352,0.752067396,1.005931908
8.619587391,8.571590213,0.258712927,2.417032252,0.89474374
9.990875596,9.272124078,1.204844358,0.759102635,1.481504336
11.9704468,9.054905478,0.787553667,0.677314544,1.003806201
9.828922358,9.160400557,-0.930083721,2.176588443,0.945351841
8.714795788,9.078682749,0.445097089,0.694891052,1.005374546
11.66807402,8.028994091,1.735704373,1.47817974,0.91474945
8.70874946,10.03121179,0.574965165,1.767436587,0.976269038
12.38002323,8.838209168,1.12174655,1.87825074,0.703736363
11.76549465,8.576037429,2.302426839,2.451778931,1.169968449
9.87529253,7.957402582,1.51581213,1.489200772,0.779768707
8.123825556,9.392476859,0.827265935,2.869846618,0.766227558
10.6284234,7.53785433,1.200106245,3.258869842,1.258557676
11.88506917,9.73487558,1.717031693,4.032707741,1.586537364
10.16676008,8.033865268,-0.373800765,0.533072543,0.954851241
11.95896808,8.251891252,-0.340482591,1.09503455,0.863211801
12.26142205,8.79667127,-0.887883292,0.968505202,0.751278639
10.80666912,8.270534788,-0.954177523,2.200118338,0.698600494
12.05139712,7.503205026,-0.099552581,2.795692354,0.72585091
10.25218092,7.756319499,1.056882014,0.904514328,1.222270035
11.68127139,8.551242709,1.40698004,0.779636727,0.826857604
12.29140729,8.44173753,0.876885856,1.42319041,0.611843092
11.50773644,9.916788048,1.250993653,0.883535584,1.143913931
8.760303052,8.813502916,-0.145669256,0.636580828,0.992960878
9.482215486,10.72730904,-0.215448286,1.825357891,0.798096767
11.09658516,8.134271137,1.057117527,1.860040407,1.087578884
9.994666003,8.289311484,-0.974741868,1.809994074,1.185952627
9.112806387,8.712437529,1.131161996,0.156776527,1.350982984
11.42200545,7.972572687,-0.114718189,1.723745738,1.327469643
10.69017742,9.58074937,1.183682482,1.629581367,0.882011194
10.90379917,8.559402723,-0.041982684,2.802524314,0.589078392
12.28490038,9.391887742,-0.979522995,-2.016413064,0.831365709
9.048499035,10.7147039,0.792900809,1.176409343,1.149240221
10.91398099,9.086172179,0.405232001,1.510368105,0.782611926
12.18264853,9.518984843,-0.283300421,0.9654649,0.806092514
12.63393054,9.700094317,0.814401445,2.446504004,1.008540607
11.00636249,9.83068357,0.89446049,1.241023697,1.058089928
9.11421526,8.280772308,-0.235465427,1.839292232,0.981910836
10.1798686,9.835704587,0.407866796,0.606720419,1.259299441
9.010095469,11.24365591,-0.189339482,-0.204165285,1.419292034
9.244297903,10.57068182,0.954087105,1.498105601,1.215189713
10.94683034,9.114223628,-1.638139408,2.432835925,1.089204415
12.01387455,7.980570808,1.057805896,1.01689213,0.813057774
9.819837216,9.048834778,-0.457884458,0.050622756,0.948270904
11.00779378,8.318320956,-1.476879204,0.042266564,0.987564106
10.72605289,8.605448969,2.866129797,-0.448981093,1.061232794
10.10975802,8.966292258,1.702188825,2.313066009,0.815376107
10.87423989,8.888648285,0.527889867,1.725611152,1.224545648
11.6720593,8.466160638,0.293228873,2.208184108,1.426980748
8.649556937,9.806719403,-1.11989055,1.356689213,1.175892782
10.93494241,8.697367189,1.342267735,1.909678207,1.543330233
11.13965944,9.138417718,0.353992341,1.128869509,1.158282625
10.3408455,9.553323798,0.693225489,1.14340015,1.00869257
10.44188482,9.668033463,0.278312658,2.883571716,0.852210742
11.49161712,9.058599103,1.184019405,1.585887455,0.950580375
12.1605468,8.39693436,-0.347844371,1.935942991,1.692906652
12.04803925,10.19074914,0.691356985,-0.51026156,0.893809642
10.12946176,8.56632707,0.930171535,1.891752117,0.915441019
11.14403851,9.816635598,1.460031676,-0.245940525,1.112657362
10.21671652,8.498549369,0.847987583,3.720246006,1.130539244
10.63409199,8.038819826,-0.596981963,1.513604652,0.809535375
12.66251379,8.004327044,2.227905156,0.174824212,1.054789985
10.22365643,8.071102379,0.753374086,0.558635659,1.526469666
12.7344554,8.12949116,1.105965609,0.290827202,1.114275021
11.29633016,10.3371042,0.134552382,0.011108748,1.116621282
10.17738538,9.861291909,-0.272182669,1.957822619,0.935842342
9.965381765,9.699285912,-0.872729093,4.066027236,1.144810004
10.97542258,9.657448317,0.479685271,1.833619782,0.835095248
12.33792575,9.622758588,1.20826449,2.676822935,0.851687769
10.34164361,8.741541061,1.37506906,0.880278729,1.674736647
11.7045462,9.351966335,0.743755314,2.647323394,1.261713602
12.00971728,9.18961021,0.883994323,0.781475855,0.566236494
10.28149938,10.16138093,0.772638634,0.802740522,1.653585205
10.67034266,8.829719322,1.486969042,-0.346934303,1.152292263
11.10069908,9.713708128,0.061992207,1.360888587,1.200275506
9.896579275,7.895189018,-0.115144819,1.455006373,1.251687296
8.718835631,7.80235151,0.716188849,1.389106432,1.416777518
8.816734239,9.661164672,1.282952133,1.238538982,1.330632724
10.65075015,9.608226215,0.096808657,0.154730864,0.878022954
10.52773158,8.751131006,-1.15775073,2.366567282,0.8622619
9.989183183,8.41161607,0.97254842,1.22700022,1.384724447
10.92700013,9.945103039,0.039914106,0.276401372,1.233356498
9.858570017,9.933789964,-0.247332926,2.177250508,0.989518685
12.42082115,8.502351297,1.08043451,0.774081391,0.818593354
11.46665559,9.951047808,2.149181704,2.38303785,0.539838437
10.37055688,8.593951874,-0.010694089,0.823514494,1.505118509
10.11087252,9.722379553,-1.048544252,1.128160682,1.214870657
9.805631061,10.69189454,1.231277593,0.53523875,1.331185333
10.93942307,8.991646749,1.024672822,1.079940451,0.934561121
10.91166106,9.781238383,0.560942582,0.89614524,0.891619438
10.97398847,10.1380236,-0.022755914,2.649010684,0.889958874
13.73888974,8.913143009,0.890290071,0.845532596,1.146696042
11.43020575,8.128474441,-0.496463032,2.537743913,1.04697745
10.50620398,9.320669565,0.990347672,-0.198329201,1.028395627
10.41586496,9.201792584,-1.568854218,1.220225839,1.210577226
10.35299982,9.235860452,0.696408086,-0.173183481,0.79035225
11.71484096,8.970777241,0.399382817,0.478267459,1.091646489
10.29750891,8.619953067,1.23299281,1.357067769,0.692031997
11.28632911,8.76219102,1.177502917,2.120635167,0.924369237
12.16668604,7.257311218,-1.041296138,2.318449848,1.500230863
10.04875545,9.904521935,0.537456016,2.401948677,1.286828936
8.532211348,8.87752176,1.341516025,2.203053993,1.222882762
8.574164239,10.06744616,1.180228714,0.891285511,0.852976085
9.760370266,8.290770324,0.382186784,-0.125378606,1.122561176
10.55806447,8.679424429,1.020276667,1.657654939,1.254399
10.43523329,9.016117258,0.614325469,1.629248984,0.9419464
12.81131974,9.34852071,0.193624875,1.087407299,1.300740385
9.137843041,7.221709546,-1.039374134,1.491812809,1.073878238
10.30092517,8.277665998,0.857206305,1.345989598,0.970828367
9.849384589,9.754082803,1.472351536,1.222134427,0.784846308
10.35170638,7.373631387,-0.172854512,2.428342158,0.666861676
9.777470884,9.607733579,0.870729281,1.836643176,0.931391111
12.19068714,10.23117406,1.796309542,2.261457913,0.999492474
11.25439913,8.284093713,0.830436533,1.536608629,0.869888922
10.48037772,9.586186755,0.442422949,0.093793362,1.259528926
11.37327056,9.245544432,0.750304915,0.615524993,1.109697684
10.62211852,9.141212467,-0.892651611,0.975855384,1.265348592
9.693718932,9.913317378,0.464697838,2.57346888,1.073351307
11.88753995,8.590371676,1.877645556,0.686701548,1.025368319
9.446381005,8.832551992,0.552559914,1.783723109,1.175496809
8.608137493,7.099429241,0.553323633,2.463990915,0.501024871
8.085124044,8.606977316,-0.09245272,3.142662585,1.202088545
9.66492929,8.903969061,3.101544694,1.373449748,1.296690371
11.91703675,7.116385568,0.270100956,1.878494498,0.95760121
9.611291243,9.277282689,1.490773584,0.642857098,1.15438411
9.781720952,8.783961641,0.521311414,2.328723079,1.328525305
9.707846615,8.021160791,0.612366626,1.75463129,1.126979897
12.07519968,8.095755239,1.476737998,1.928535915,1.311840512
10.10278291,9.700904539,-1.084791151,1.536619405,1.146908421
11.35289921,8.54300269,0.248142309,1.293853121,1.208833275
10.5010518,8.82394754,-0.839944266,2.149875932,0.974619655
8.025366176,9.085781206,1.716041925,1.075378188,0.765495458
9.833780357,9.026548366,0.504196242,1.842568234,1.380010552
10.42339456,10.24356728,0.125768572,0.466454021,1.341186135
9.917455057,9.514087445,0.170870222,1.634275903,1.071964919
10.74679637,8.079842659,-2.610864803,2.470918625,0.86324703
11.10381208,7.278066351,1.491264059,2.14838457,1.016251285
11.92897558,8.208318168,0.616929825,2.303027154,0.54288102
8.359956643,8.396465372,0.315112392,1.750341679,0.856711264
10.89770302,9.089421048,0.519394265,2.462533123,1.627068651
10.17452165,9.359190499,0.740772686,2.244042292,1.174807336
11.87196268,9.195562042,0.303802601,0.542775454,0.80160069
10.98452889,9.183659204,1.48589183,1.578176904,0.965778772
10.17022372,9.205061686,0.026755424,-0.528584034,1.177792016
7.903959802,8.722521943,0.89471292,2.998004221,1.210777431
10.84293961,8.495518535,-0.478671389,0.302058576,1.143889056
12.80546328,7.381645384,0.099321957,1.161381026,1.62488537
10.8193288,8.92661515,1.331034586,1.817499494,0.817597178
10.71962865,9.219052516,0.211830036,1.640789732,0.93767611
9.06074548,8.159834611,0.811700219,0.020353466,0.880544976
11.00652621,7.990023223,0.945818032,1.323969124,0.958860669
10.95269165,8.446021863,-1.697578885,-0.005477714,1.084088983
10.57642177,8.983261799,1.932380876,1.320409337,1.28721944
11.61571817,7.886359386,1.996826916,1.52537523,0.785360911
10.1173154,8.810314629,-0.600914007,0.902170001,1.248618156
9.671936718,9.910333154,-0.721221839,0.662294826,1.235308621
11.36475728,10.27801977,1.348443752,0.595018565,0.737503496
11.8710214,8.052415285,0.717981607,1.302521449,1.218987625
10.22390998,10.26795914,0.497635106,2.031770074,0.681940481
11.3583122,8.493010315,0.856294016,3.180539223,1.024252472
9.432578048,8.075643141,0.622239163,0.288841165,0.883341479
10.86254571,8.984793697,1.03228797,1.102986763,0.596841416
11.11529899,8.812203647,0.796725635,1.225529571,1.129406923
8.688629222,10.52994552,1.84633354,-0.347957596,0.750925052
11.63309286,9.951245198,0.299163331,1.958005813,1.187730894
10.39448816,7.397599996,0.875092438,2.675615034,1.541880035
10.45933915,8.754078649,1.43709451,2.939019254,0.761380785
8.656794068,10.45388957,0.125112243,-0.229903049,0.980922277
10.21290957,9.971486536,0.087774038,1.904288397,0.838103744
10.21501254,8.94438691,0.430874518,2.37663337,0.910571194
9.746412662,8.539200745,1.029810953,2.421657795,0.718757298
10.52452598,9.510546375,1.346460067,2.150431453,0.844237703
11.06927374,8.347653554,-0.994072265,2.905434704,1.138654422
8.904481435,9.571647782,-0.372504258,1.899414661,1.21323238
10.62846749,8.366024319,0.781410786,1.90734102,1.14657525
9.714520419,8.573377857,1.108500017,0.447865109,0.545968378
11.6629947,9.10783176,0.006398962,1.054448153,1.621043448
8.976906165,7.58774619,1.008600683,0.085801068,0.636957599
11.36447793,9.147196297,1.120103495,2.505352109,1.412969489
8.896973107,9.314408331,0.338206503,1.162979583,1.131290934
11.38406753,8.824647921,1.782758192,2.047835847,0.716986994
11.02588095,8.29572753,2.136421339,1.153415056,0.825286293
11.05263539,8.810897428,0.852627063,0.033256877,0.8858552
10.02425642,9.624640284,1.118306449,0.766598303,1.056850046
11.75160937,9.922868347,1.862600682,1.563552569,1.205726308
11.25088221,8.159207819,2.15460034,3.234036749,1.113486541
10.01198041,9.146608584,2.137118257,2.127113901,0.69064999
9.358414113,9.474230999,-0.001929466,-0.812167641,0.992036168
12.64142389,7.981599661,1.164555753,3.269058924,1.2085543
9.148657624,8.837837971,-0.564653373,1.695054898,1.255299264
11.3108068,9.490289482,-0.613985883,0.768273703,1.032492772
11.67519284,8.906216398,-1.137312646,2.459316023,1.455608426
10.92419661,9.747850411,-0.129603101,1.187797617,0.701678408
11.34837519,9.482914424,1.290324884,3.344248737,1.288471324
12.14806708,9.527087085,2.038183896,0.276210531,1.171464315
11.53294906,9.209295346,1.12010898,3.355600042,1.472083155
13.04388076,8.838109839,1.417639243,2.681215836,0.884447901
10.82175502,9.000218442,-0.905426513,2.140445156,1.293461492
11.52394044,8.69058907,0.154059137,1.458803846,0.922388838
9.832459791,9.305678054,0.977158536,1.650484899,1.158605443
9.596372089,9.434771438,1.027094487,1.844602968,1.319134982
13.78685543,9.902234395,1.705534162,2.360989186,1.121692883
13.27047576,9.605337668,2.106699626,-2.188729852,0.954922447
9.33147088,8.21154338,1.970605612,1.559090361,1.157820831
12.37618964,7.963812812,1.275978514,4.283907101,0.781636962
10.58576998,9.053697294,-0.153210612,2.113118582,1.15736643
10.0456326,9.304437397,0.978281046,1.751383654,1.083587779
12.34845255,9.41790609,0.189029236,1.446087486,1.159318243
10.5663303,6.583522565,0.858708767,0.633665822,1.112293856
11.17160484,9.549684051,1.372433367,1.830124659,0.947584035
10.91051535,8.546463612,1.132259971,1.837075047,0.864520494
9.491449948,9.248205351,1.157576419,2.346125507,1.35882069
10.98048331,7.112620338,0.752620223,0.77510321,1.17325449
10.87585804,7.724257651,0.095105993,1.259618371,1.37857083
9.815462478,9.408311064,0.088635084,2.230788626,0.96928973
11.63961922,10.17969497,-0.162676604,0.91529282,1.38391403
9.298545829,9.118072348,0.36156148,4.28339969,0.857603074
12.11499995,10.14108465,1.133481441,0.88433229,0.997120059
11.15059582,9.973075685,1.88934188,1.150815325,1.029657656
9.523284226,9.527244407,0.511427509,0.3444958,0.909443662
7.739971581,9.384082428,0.505000188,2.834354302,1.094278136
9.297468617,8.82229885,1.160513627,2.440734017,1.070695047
10.41038132,9.711501422,1.049910495,0.508433296,0.796398669
9.736695095,8.685552317,0.06257882,1.550228759,0.612629565
12.84023256,8.383585411,0.699970904,1.463730606,1.160002746
11.45705574,8.760748271,0.852551887,2.707240392,1.256040494
9.23107389,7.832270677,2.558970544,2.223049512,0.908128008
9.863973676,8.61019384,0.309870917,3.063059789,1.047365028
11.7094166,9.178739532,1.348666693,1.403915488,1.249110197
12.22710687,8.860276364,1.488004401,1.402833179,1.251956478
9.480655538,8.732825194,1.35279162,1.44647046,0.912728304
11.10156983,7.003756175,-0.430346044,2.5268497,1.223160506
12.4513617,7.513139633,-0.455189751,0.96919625,0.425074413
9.975120367,8.446202469,0.092807243,1.930944972,0.960448484
10.86628504,8.80612391,-0.879899279,-0.18771717,1.065568294
9.474897178,9.399146518,0.246610495,3.379443492,0.964188778
10.61638314,10.5075151,-0.92568894,-0.243337475,1.245928566
8.007681966,8.902620437,1.3152417,0.072715983,0.850763758
11.8829805,10.47769337,-0.377136846,1.609615045,1.232833767
10.52584582,10.40984059,0.970698058,1.617721756,1.034511983
8.422565818,10.5863243,0.901904642,-0.162163152,0.563441917
8.618130257,7.227224801,0.347212835,2.079746479,1.339223107
11.13180348,9.921438481,0.339223266,2.037687556,0.92095161
9.5020491,7.615544258,-0.671115197,2.114125517,1.295664455
11.43087964,9.119624733,1.010587064,1.630906684,1.027469908
10.49875239,7.59598572,-0.030496318,2.076407125,1.113551929
10.654091,7.403126842,0.084418614,-0.314031723,0.981617447
10.03379718,7.866083783,0.752610513,1.574872922,1.07986146
10.74126454,7.645345351,0.418660809,1.062977944,1.01533929
10.88647223,8.474864996,0.228151405,2.493848588,1.149163061
10.84527306,9.491909629,0.065189057,0.913822711,0.571064998
8.98813207,9.854227693,-0.165894507,2.41233429,1.208385154
9.647929625,9.262199837,0.619278153,1.194451285,1.118970666
10.72441164,9.685238655,-0.775786043,0.536020845,0.976792246
10.45652488,8.417067465,1.123774867,1.226934374,1.084672588
12.22198046,10.61502534,-0.298530878,1.30310381,1.224567398
10.56485925,7.797325987,1.746373209,0.371377315,1.051572198
11.73984292,9.360166489,-0.747019228,0.549922042,1.149052123
12.18136864,8.834227924,0.46532709,0.994666888,0.79840013
12.09013684,9.039091502,0.291042444,1.143508404,1.139273839
12.20446851,9.033947768,1.755973589,0.585914849,1.23240979
10.92057985,10.36060341,1.12776942,-0.122728401,0.925218351
10.40895005,9.677956275,1.070296207,1.482066272,1.055370355
10.25748055,9.124735405,2.59079341,0.854259124,0.777992341
10.58460478,9.524833802,1.507444507,2.631310027,1.45146089
10.90087962,9.713808213,1.765227823,0.360941422,0.750691789
12.3015861,8.006804872,2.103112632,1.72060689,0.886701593
11.4456151,7.98158085,-0.588941705,1.402317074,0.99214351
10.08199544,8.579134674,2.372156206,2.102643115,0.932832872
10.98682967,9.945454485,1.926566358,2.316760702,1.337111715
11.39001671,8.860426734,0.795570558,1.546001321,1.382358787
10.08306952,7.333004231,-0.646606517,0.788815704,1.184902269
12.10381509,8.911616268,-0.188159125,2.285180506,1.085341299
