UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
2,27071,1,4376,0,10.21,8.38
1,121000,1,16596,0,11.70,9.72
1,39588,1,8755,0,10.59,9.08
1,7800,1,6892,4,8.96,8.84
1,47437,1,10697,0,10.77,9.28
1,109686,1,14104,0,11.61,9.55
1,136,1,19189,0,4.91,9.86
1,53000,1,8412,0,10.88,9.04
1,89101,1,17069,1,11.40,9.75
1,89000,1,14654,1,11.40,9.59
1,140000,1,26050,0,11.85,10.17
2,17837,1,6324,0,9.79,8.75
1,40328,2,8309,0,10.60,9.03
1,25428,1,11426,0,10.14,9.34
1,79000,1,14768,1,11.28,9.60
1,29500,1,11006,0,10.29,9.31
1,90102,1,12635,0,11.41,9.44
1,83000,1,11391,1,11.33,9.34
1,20052,1,20608,0,9.91,9.93
1,29026,1,5809,0,10.28,8.67
1,15300,1,8634,1,9.64,9.06
1,66372,1,26939,0,11.10,10.20
1,8500,4,6342,0,9.05,8.75
1,70000,1,12232,0,11.16,9.41
1,343084,1,31272,0,12.75,10.35
1,109200,1,15330,0,11.60,9.64
1,12132,1,2281,0,9.40,7.73
2,19446,1,4253,0,9.88,8.36
1,93670,1,17753,0,11.45,9.78
1,109000,1,15458,2,11.60,9.65
1,67000,1,14596,3,11.11,9.59
1,100000,1,43339,0,11.51,10.68
1,43000,2,9455,0,10.67,9.15
1,74000,1,12412,0,11.21,9.43
2,9926,1,4024,0,9.20,8.30
1,143000,1,11685,1,11.87,9.37
1,4999,4,8735,0,8.52,9.08
1,228000,1,20180,0,12.34,9.91
1,60000,1,11138,0,11.00,9.32
1,63920,1,13359,0,11.07,9.50
1,44252,6,9633,0,10.70,9.17
1,62020,1,12966,1,11.04,9.47
1,9458,2,2014,0,9.15,7.61
1,97040,1,39873,0,11.48,10.59
1,90000,1,19246,0,11.41,9.87
1,31700,1,6212,0,10.36,8.73
1,49000,1,16127,0,10.80,9.69
1,30000,1,7518,0,10.31,8.93
1,128305,1,47609,0,11.76,10.77
1,345084,1,22825,0,12.75,10.04
1,49462,1,5735,0,10.81,8.65
1,156000,1,28358,3,11.96,10.25
1,50000,1,13672,0,10.82,9.52
1,2270,1,9871,0,7.73,9.20
1,230000,1,64108,0,12.35,11.07
1,13800,1,6117,2,9.53,8.72
1,60000,1,10130,0,11.00,9.22
1,123253,1,23733,0,11.72,10.07
1,110000,1,12530,0,11.61,9.44
1,15210,1,3786,0,9.63,8.24
1,41906,1,7869,0,10.64,8.97
1,214474,1,19508,0,12.28,9.88
1,39372,1,13374,0,10.58,9.50
1,87000,1,15304,0,11.37,9.64
2,123600,1,26483,2,11.72,10.18
1,28700,1,8071,1,10.26,9.00
1,63000,1,12963,0,11.05,9.47
1,203000,1,20404,0,12.22,9.92
1,14822,1,4123,0,9.60,8.32
1,37626,1,4616,0,10.54,8.44
2,20786,1,9167,0,9.94,9.12
1,13578,1,10611,0,9.52,9.27
1,34000,1,8607,0,10.43,9.06
1,172000,4,26465,1,12.06,10.18
1,42200,1,7230,1,10.65,8.89
1,78600,1,14732,1,11.27,9.60
1,95000,1,10338,0,11.46,9.24
1,9805,1,10868,6,9.19,9.29
1,14412,6,6278,0,9.58,8.74
1,18000,1,6351,4,9.80,8.76
1,215000,1,22792,0,12.28,10.03
1,65000,1,41248,1,11.08,10.63
1,29000,1,6149,0,10.28,8.72
1,413084,1,18613,2,12.93,9.83
1,70000,1,17594,0,11.16,9.78
1,50000,1,8414,0,10.82,9.04
1,21000,1,5325,0,9.95,8.58
2,54626,1,8262,0,10.91,9.02
1,140750,2,25461,2,11.85,10.14
1,25633,2,7903,0,10.15,8.97
1,143514,1,32379,1,11.87,10.39
1,31000,4,13910,3,10.34,9.54
1,63000,1,10146,2,11.05,9.22
1,12288,1,8744,3,9.42,9.08
1,33107,1,4751,0,10.41,8.47
1,20000,2,2382,0,9.90,7.78
1,16280,1,6451,0,9.70,8.77
1,87000,1,18293,0,11.37,9.81
1,36552,1,11685,0,10.51,9.37
1,45328,4,9928,0,10.72,9.20
1,48000,1,9795,5,10.78,9.19
1,13107,1,3970,0,9.48,8.29
2,38556,1,2464,1,10.56,7.81
1,76400,1,25525,0,11.24,10.15
1,24278,1,9691,0,10.10,9.18
1,107200,1,13430,1,11.58,9.51
1,24000,4,8615,0,10.09,9.06
1,100000,1,16355,0,11.51,9.70
1,45600,1,6374,0,10.73,8.76
1,384334,1,29085,0,12.86,10.28
1,40050,1,7249,0,10.60,8.89
1,7200,1,1496,0,8.88,7.31
1,51000,1,5140,0,10.84,8.54
1,17958,1,2587,0,9.80,7.86
1,92000,1,14893,0,11.43,9.61
1,343084,1,20542,0,12.75,9.93
1,50826,1,10384,0,10.84,9.25
1,19156,1,9637,0,9.86,9.17
1,27300,1,28510,0,10.21,10.26
1,57035,1,12879,0,10.95,9.46
1,35400,1,12864,0,10.47,9.46
1,110812,1,13921,0,11.62,9.54
1,131433,1,11175,0,11.79,9.32
1,42126,1,26241,0,10.65,10.18
1,2200,1,4840,0,7.70,8.48
1,12000,1,4102,0,9.39,8.32
1,107340,1,12196,0,11.58,9.41
1,32000,1,7965,0,10.37,8.98
1,18612,1,6574,0,9.83,8.79
1,11100,3,4354,4,9.31,8.38
1,72000,4,18453,2,11.18,9.82
1,25607,1,5605,0,10.15,8.63
1,44140,1,11984,0,10.70,9.39
1,37676,1,18963,0,10.54,9.85
1,10614,2,2867,0,9.27,7.96
1,95000,1,8940,0,11.46,9.10
1,1626,1,12632,0,7.39,9.44
1,28000,2,7770,1,10.24,8.96
2,40550,1,4376,2,10.61,8.38
1,23736,1,4584,0,10.07,8.43
1,110200,1,24351,0,11.61,10.10
1,84000,1,15603,2,11.34,9.66
1,55000,2,10699,1,10.92,9.28
1,343084,1,35022,0,12.75,10.46
1,165640,1,34487,1,12.02,10.45
1,49452,1,17404,0,10.81,9.76
1,92000,1,34922,0,11.43,10.46
1,343329,1,44255,1,12.75,10.70
1,176960,2,29547,1,12.08,10.29
1,46000,1,10148,0,10.74,9.23
1,27402,4,12592,1,10.22,9.44
1,13235,1,9221,0,9.49,9.13
1,150000,1,38016,2,11.92,10.55
1,100,1,3578,0,4.61,8.18
1,52240,1,8513,3,10.86,9.05
1,100000,1,27661,0,11.51,10.23
1,160000,6,20198,0,11.98,9.91
2,43000,1,9642,0,10.67,9.17
1,17400,1,8816,0,9.76,9.08
1,143648,1,20520,0,11.88,9.93
1,11634,1,2345,0,9.36,7.76
1,27000,1,6716,1,10.20,8.81
1,25000,6,6410,0,10.13,8.77
1,50000,1,9927,0,10.82,9.20
1,12000,2,2650,0,9.39,7.88
1,14000,1,20613,0,9.55,9.93
2,26200,1,9567,0,10.17,9.17
1,36531,2,7234,0,10.51,8.89
1,110000,1,19340,2,11.61,9.87
1,32378,1,12234,2,10.39,9.41
1,28327,1,8751,0,10.25,9.08
1,14826,6,19685,0,9.60,9.89
1,3150,4,23985,0,8.06,10.09
1,60000,1,13877,0,11.00,9.54
1,87752,1,14926,0,11.38,9.61
1,87600,6,12053,0,11.38,9.40
1,18000,1,8721,0,9.80,9.07
1,40000,1,9672,0,10.60,9.18
1,110000,4,11825,0,11.61,9.38
1,250000,1,25048,0,12.43,10.13
1,100000,1,51151,0,11.51,10.84
1,10700,1,1020,0,9.28,6.93
1,125000,1,30809,0,11.74,10.34
1,55506,1,10049,0,10.92,9.22
1,206000,1,33491,0,12.24,10.42
1,18489,4,8105,0,9.82,9.00
1,181700,1,22431,0,12.11,10.02
1,157000,2,13687,2,11.96,9.52
1,93000,1,12661,1,11.44,9.45
2,882,1,4012,0,6.78,8.30
1,38375,1,12298,0,10.56,9.42
1,77226,1,11716,1,11.25,9.37
1,15526,1,6706,0,9.65,8.81
1,33462,1,17382,0,10.42,9.76
1,117371,1,24231,0,11.67,10.10
2,77000,1,9228,0,11.25,9.13
1,21074,1,14598,0,9.96,9.59
1,343084,1,29644,1,12.75,10.30
1,102000,2,9573,0,11.53,9.17
1,37000,2,6364,0,10.52,8.76
1,43226,1,10915,0,10.67,9.30
1,99000,1,17423,0,11.50,9.77
1,47932,2,13170,0,10.78,9.49
1,3135,2,3122,0,8.05,8.05
1,33000,2,6465,0,10.40,8.77
1,64000,1,8377,0,11.07,9.03
1,23016,4,8388,2,10.04,9.03
1,17600,1,14078,1,9.78,9.55
1,24048,1,6591,3,10.09,8.79
1,75000,1,14726,2,11.23,9.60
1,77000,1,15564,2,11.25,9.65
1,24000,1,5344,0,10.09,8.58
1,92000,1,24379,2,11.43,10.10
1,75000,1,15223,0,11.23,9.63
1,7440,2,8411,3,8.91,9.04
1,52000,1,17233,2,10.86,9.75
1,22000,1,11746,0,10.00,9.37
1,80700,2,13502,0,11.30,9.51
1,58762,1,16053,0,10.98,9.68
1,3200,1,4315,0,8.07,8.37
1,35000,1,12831,0,10.46,9.46
1,167000,1,31970,1,12.03,10.37
1,37626,1,9237,0,10.54,9.13
1,31000,2,5332,0,10.34,8.58
1,28452,1,7301,0,10.26,8.90
1,9085,1,5847,2,9.11,8.67
1,99100,1,11481,0,11.50,9.35
1,60000,1,8897,0,11.00,9.09
1,16404,1,4921,0,9.71,8.50
1,110100,1,9462,0,11.61,9.16
2,46644,1,14968,0,10.75,9.61
1,13328,1,38206,0,9.50,10.55
1,57000,1,6549,0,10.95,8.79
1,36000,1,4800,0,10.49,8.48
1,43200,1,15501,1,10.67,9.65
1,14580,1,3074,0,9.59,8.03
1,41148,1,7304,0,10.62,8.90
1,22494,1,6274,0,10.02,8.74
1,75000,1,13221,0,11.23,9.49
1,85000,4,19488,1,11.35,9.88
1,42000,1,7464,0,10.65,8.92
1,103650,1,19083,2,11.55,9.86
1,65200,1,6340,0,11.09,8.75
1,2369,1,12717,0,7.77,9.45
1,103000,1,15796,0,11.54,9.67
1,150100,1,56147,2,11.92,10.94
1,65000,6,10679,0,11.08,9.28
1,85000,2,11224,0,11.35,9.33
1,10824,1,2224,0,9.29,7.71
1,27539,1,16544,0,10.22,9.71
1,138000,1,64854,1,11.84,11.08
1,7200,1,2172,0,8.88,7.68
1,132000,1,27611,3,11.79,10.23
2,32926,1,7271,0,10.40,8.89
1,90000,1,15391,0,11.41,9.64
1,105226,1,19606,0,11.56,9.88
1,29200,1,12136,0,10.28,9.40
1,12000,1,6444,0,9.39,8.77
1,216553,1,24261,4,12.29,10.10
1,27407,1,7223,0,10.22,8.89
1,4500,1,11332,0,8.41,9.34
1,175015,1,22437,2,12.07,10.02
1,403084,2,17710,1,12.91,9.78
1,56556,1,14664,0,10.94,9.59
1,10474,2,1732,0,9.26,7.46
1,40198,2,6655,0,10.60,8.80
1,100346,1,11591,2,11.52,9.36
1,55500,2,8927,2,10.92,9.10
1,69500,1,9069,0,11.15,9.11
1,62660,1,11760,0,11.05,9.37
1,92000,1,14014,1,11.43,9.55
1,107726,1,15887,0,11.59,9.67
1,50619,1,14599,0,10.83,9.59
1,62680,1,6685,0,11.05,8.81
2,23226,1,6241,0,10.05,8.74
1,22000,6,4182,0,10.00,8.34
1,123200,1,11088,0,11.72,9.31
1,1602,1,3684,0,7.38,8.21
1,109345,1,9435,0,11.60,9.15
1,51800,1,17181,0,10.86,9.75
1,35077,1,18248,0,10.47,9.81
1,12582,1,2653,0,9.44,7.88
1,120000,1,11064,1,11.70,9.31
1,18426,1,2574,0,9.82,7.85
1,35652,1,6223,0,10.48,8.74
1,13000,1,2576,0,9.47,7.85
1,24000,2,2397,0,10.09,7.78
1,1626,2,2405,0,7.39,7.79
1,19584,1,7024,0,9.88,8.86
2,31680,3,4064,2,10.36,8.31
1,30198,4,5163,0,10.32,8.55
1,28000,1,5617,2,10.24,8.63
1,52000,1,10882,0,10.86,9.29
1,130000,1,14601,0,11.78,9.59
1,13811,1,2047,0,9.53,7.62
1,107669,1,14089,6,11.59,9.55
1,1626,1,5718,0,7.39,8.65
1,445084,1,32237,0,13.01,10.38
1,168000,1,18586,2,12.03,9.83
1,50000,1,7261,0,10.82,8.89
1,47321,1,33213,0,10.76,10.41
1,97364,1,10363,0,11.49,9.25
1,35000,1,4727,0,10.46,8.46
1,72000,1,10952,0,11.18,9.30
1,40632,1,10344,0,10.61,9.24
1,29346,2,6513,0,10.29,8.78
1,64987,4,8743,0,11.08,9.08
2,32452,1,5316,0,10.39,8.58
1,26634,1,7288,0,10.19,8.89
1,44626,1,4636,0,10.71,8.44
1,8475,1,2986,3,9.04,8.00
2,55117,1,9833,0,10.92,9.19
1,57600,4,5223,0,10.96,8.56
1,10512,2,2974,0,9.26,8.00
1,120000,1,14368,2,11.70,9.57
1,31904,1,7237,0,10.37,8.89
1,75000,1,3026,0,11.23,8.02
2,62000,1,12227,0,11.03,9.41
1,136582,1,11583,0,11.82,9.36
1,50832,1,3519,0,10.84,8.17
1,24000,1,3541,0,10.09,8.17
1,45362,1,9492,0,10.72,9.16
1,87433,1,21622,0,11.38,9.98
1,89400,1,10402,2,11.40,9.25
2,7000,1,5376,0,8.85,8.59
1,14001,1,1492,0,9.55,7.31
1,26400,4,3975,2,10.18,8.29
1,18330,1,2164,0,9.82,7.68
2,46617,1,10505,0,10.75,9.26
1,13000,2,3998,1,9.47,8.29
1,15500,1,6781,0,9.65,8.82
2,13766,1,2359,0,9.53,7.77
1,65482,1,10079,0,11.09,9.22
1,98040,1,17303,0,11.49,9.76
1,11700,1,6902,2,9.37,8.84
1,191000,1,10599,0,12.16,9.27
1,48000,1,3240,1,10.78,8.08
1,34700,1,3676,0,10.45,8.21
1,34000,1,5267,1,10.43,8.57
1,34000,2,5937,1,10.43,8.69
1,468084,1,14990,2,13.06,9.62
1,400,2,7315,1,5.99,8.90
1,24426,1,3526,0,10.10,8.17
1,40000,1,6631,0,10.60,8.80
1,21304,1,3146,0,9.97,8.05
2,16800,1,6219,0,9.73,8.74
1,26000,1,3941,0,10.17,8.28
1,51000,1,12067,0,10.84,9.40
1,108000,1,18182,2,11.59,9.81
1,145000,1,8756,0,11.88,9.08
1,185000,4,60761,2,12.13,11.01
1,343185,1,28316,2,12.75,10.25
1,5000,1,4088,0,8.52,8.32
1,110000,1,11832,0,11.61,9.38
1,70000,1,4971,0,11.16,8.51
1,34878,4,4433,0,10.46,8.40
1,7500,1,2156,1,8.92,7.68
1,1285,1,2716,0,7.16,7.91
1,55102,2,7471,0,10.92,8.92
1,52380,1,12141,1,10.87,9.40
1,31000,1,3765,0,10.34,8.23
1,26000,1,11313,0,10.17,9.33
1,69826,1,5404,0,11.15,8.59
1,25000,1,4909,1,10.13,8.50
1,57200,1,4067,0,10.95,8.31
1,56926,1,9330,0,10.95,9.14
1,198000,1,19845,1,12.20,9.90
2,50799,1,21390,0,10.84,9.97
1,20546,4,4087,0,9.93,8.32
1,70000,2,6336,0,11.16,8.75
1,16026,1,2999,0,9.68,8.01
1,16836,1,2734,0,9.73,7.91
1,162000,1,10575,0,12.00,9.27
1,59000,1,9220,4,10.99,9.13
1,35022,1,7745,0,10.46,8.95
1,83002,1,9724,0,11.33,9.18
1,42500,1,9310,3,10.66,9.14
1,29400,1,25493,0,10.29,10.15
1,116250,2,13323,1,11.66,9.50
1,41600,1,9612,0,10.64,9.17
1,55200,1,7600,0,10.92,8.94
1,105626,4,15187,0,11.57,9.63
1,73000,3,13812,0,11.20,9.53
1,98050,1,9569,0,11.49,9.17
1,30254,1,4081,0,10.32,8.31
1,13506,1,1547,0,9.51,7.34
1,36648,1,9431,0,10.51,9.15
1,93000,1,8888,0,11.44,9.09
1,112000,1,12172,2,11.63,9.41
1,57784,6,8150,1,10.96,9.01
1,27200,1,6635,3,10.21,8.80
1,25052,1,11517,0,10.13,9.35
1,12000,1,2878,2,9.39,7.96
1,87987,1,7434,0,11.38,8.91
1,60003,1,9108,0,11.00,9.12
2,31000,1,5670,0,10.34,8.64
1,10284,5,5204,1,9.24,8.56
1,42410,1,6734,0,10.66,8.81
2,22046,1,2958,0,10.00,7.99
1,5724,6,1279,0,8.65,7.15
1,174000,1,15602,2,12.07,9.66
1,16886,2,5588,4,9.73,8.63
1,36000,1,9107,0,10.49,9.12
1,43000,4,7096,0,10.67,8.87
1,18426,1,12766,0,9.82,9.45
1,95000,1,6603,0,11.46,8.80
2,19098,1,2857,0,9.86,7.96
2,1626,1,4135,0,7.39,8.33
1,79200,1,7453,0,11.28,8.92
1,62000,1,12858,0,11.03,9.46
1,40800,1,5548,0,10.62,8.62
1,112000,1,4161,0,11.63,8.33
1,71882,1,6089,0,11.18,8.71
1,64600,1,8564,1,11.08,9.06
1,84124,1,7622,0,11.34,8.94
1,30328,2,5332,1,10.32,8.58
1,12000,1,3184,0,9.39,8.07
1,7800,1,4582,0,8.96,8.43
1,79760,1,10240,2,11.29,9.23
1,44503,1,15633,0,10.70,9.66
1,11950,2,16523,0,9.39,9.71
1,41304,1,5372,0,10.63,8.59
1,13178,1,24649,0,9.49,10.11
1,20154,1,2045,0,9.91,7.62
1,7800,1,2018,0,8.96,7.61
1,134000,1,12403,2,11.81,9.43
1,57442,1,39891,0,10.96,10.59
1,71630,1,8728,0,11.18,9.07
1,145000,1,10168,0,11.88,9.23
1,10117,1,2510,0,9.22,7.83
1,184100,1,54158,0,12.12,10.90
1,140000,4,15683,0,11.85,9.66
1,2080,1,6241,0,7.64,8.74
1,48000,2,8969,0,10.78,9.10
1,29652,1,5032,0,10.30,8.52
1,96536,1,10474,2,11.48,9.26
1,150000,1,23002,0,11.92,10.04
1,93500,1,13297,0,11.45,9.50
1,100200,1,8533,0,11.51,9.05
1,12000,1,9519,3,9.39,9.16
1,68000,1,7087,0,11.13,8.87
1,13600,1,6897,2,9.52,8.84
1,447084,1,24025,1,13.01,10.09
1,291000,1,16279,0,12.58,9.70
1,114554,1,8254,0,11.65,9.02
1,7000,1,4272,0,8.85,8.36
1,11395,1,1586,0,9.34,7.37
1,28338,1,5930,0,10.25,8.69
2,15000,2,1735,0,9.62,7.46
1,74000,1,11563,0,11.21,9.36
1,103358,1,15375,0,11.55,9.64
1,4252,1,18927,0,8.36,9.85
1,35478,1,5541,0,10.48,8.62
2,75000,1,9473,0,11.23,9.16
1,63300,1,12481,0,11.06,9.43
2,12798,1,2336,0,9.46,7.76
1,87000,1,8662,0,11.37,9.07
1,230000,1,16147,0,12.35,9.69
1,31200,1,5076,0,10.35,8.53
1,521826,1,16676,0,13.17,9.72
1,87000,1,11304,1,11.37,9.33
1,120000,1,10307,0,11.70,9.24
1,42540,2,11267,0,10.66,9.33
1,95526,1,6468,6,11.47,8.77
1,20006,1,8642,1,9.90,9.06
1,22368,1,2881,0,10.02,7.97
1,200,1,11414,0,5.30,9.34
2,26426,1,4888,0,10.18,8.49
1,138823,1,18196,0,11.84,9.81
1,60228,1,18607,0,11.01,9.83
1,62526,1,8038,0,11.04,8.99
1,16026,1,4731,0,9.68,8.46
1,172000,1,14507,0,12.06,9.58
1,133155,1,20779,0,11.80,9.94
1,27390,2,2844,0,10.22,7.95
2,36716,1,4735,0,10.51,8.46
1,134000,1,51624,2,11.81,10.85
1,8826,1,4171,0,9.09,8.34
1,72804,1,7843,0,11.20,8.97
1,18498,1,3220,0,9.83,8.08
1,104910,1,8205,0,11.56,9.01
1,25500,1,3641,0,10.15,8.20
1,22904,1,2992,0,10.04,8.00
1,98000,4,16367,0,11.49,9.70
1,113000,4,32573,3,11.64,10.39
1,75000,1,24314,0,11.23,10.10
1,55000,4,9015,0,10.92,9.11
1,86000,1,9501,0,11.36,9.16
1,75000,1,8789,2,11.23,9.08
1,26106,1,10331,0,10.17,9.24
1,13000,1,16834,0,9.47,9.73
1,950,2,5801,3,6.86,8.67
1,126800,4,12171,1,11.75,9.41
1,70500,4,3111,0,11.16,8.04
1,55000,1,6441,0,10.92,8.77
2,55000,1,26198,2,10.92,10.17
1,37626,2,3346,0,10.54,8.12
1,100000,1,8383,1,11.51,9.03
1,408091,1,42055,0,12.92,10.65
1,78000,1,11117,1,11.26,9.32
1,343084,4,14597,0,12.75,9.59
1,132500,1,13508,0,11.79,9.51
2,86000,1,13283,1,11.36,9.49
1,114131,1,12903,0,11.65,9.47
1,1261,2,3161,0,7.14,8.06
1,65526,6,7213,0,11.09,8.88
1,1814,4,4768,0,7.50,8.47
1,70000,1,9079,0,11.16,9.11
1,15000,2,3896,0,9.62,8.27
1,81000,1,15860,2,11.30,9.67
1,126671,1,9171,2,11.75,9.12
1,54744,1,5177,0,10.91,8.55
1,14094,6,1941,0,9.55,7.57
1,157658,1,24388,0,11.97,10.10
1,120000,1,9123,3,11.70,9.12
1,61000,1,8318,0,11.02,9.03
1,48000,2,9721,0,10.78,9.18
1,142000,1,14858,3,11.86,9.61
1,25180,1,3735,0,10.13,8.23
1,86000,1,6070,2,11.36,8.71
1,45779,1,4253,0,10.73,8.36
1,67005,1,4871,0,11.11,8.49
1,479084,4,27314,2,13.08,10.22
1,23554,1,4673,0,10.07,8.45
1,23892,1,3501,0,10.08,8.16
1,35000,1,6682,0,10.46,8.81
1,27000,1,4572,0,10.20,8.43
1,51000,1,14722,2,10.84,9.60
1,37200,1,3606,0,10.52,8.19
1,105445,1,8531,0,11.57,9.05
1,67000,1,6772,0,11.11,8.82
1,41913,1,10426,0,10.64,9.25
1,187500,1,25467,0,12.14,10.15
1,85000,1,8176,2,11.35,9.01
1,17280,2,2482,0,9.76,7.82
1,47687,1,11846,0,10.77,9.38
1,109000,1,16513,0,11.60,9.71
1,152340,1,20144,0,11.93,9.91
1,137000,1,12247,0,11.83,9.41
1,19312,1,3308,0,9.87,8.10
2,16276,1,2399,0,9.70,7.78
1,51995,1,3873,0,10.86,8.26
1,44522,6,5561,1,10.70,8.62
1,26400,1,3347,0,10.18,8.12
1,37500,1,5070,1,10.53,8.53
1,70895,1,12662,1,11.17,9.45
1,3080,1,3256,0,8.03,8.09
1,399084,1,16847,0,12.90,9.73
1,48692,1,13757,0,10.79,9.53
1,78000,1,7243,2,11.26,8.89
1,3510,2,3145,0,8.16,8.05
1,123421,1,4885,0,11.72,8.49
1,198000,1,15373,0,12.20,9.64
1,165000,1,25445,0,12.01,10.14
1,17880,1,3066,1,9.79,8.03
1,74000,1,7086,0,11.21,8.87
1,159000,1,19030,1,11.98,9.85
1,31000,2,4809,0,10.34,8.48
1,2136,2,451,0,7.67,6.11
1,63001,1,7916,0,11.05,8.98
