UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
1,483690,1,69688.65,0,13.17202914,10.9820921
1,15454,1,20181.61,0,10.1524562,7.730486075
1,24467,1,19789.54,0,7.706305,8.224910943
1,92824,2,1755.72,0,10.68527964,8.315804
1,53305,1,9624.37,3,11.38345723,9.259694221
1,26546,1,15911.90,0,9.939402258,8.283587614
1,33996,1,9655.70,0,10.7984491,9.099438
1,26362,1,10914.77,0,9.893893,8.207648
1,39173,1,17246.26,0,9.682414869,8.025439
1,26019,1,15082.14,0,9.666904073,7.557218181
1,94311,1,20459.14,0,11.03031009,9.25611114
1,29037,1,3595.32,0,10.46215725,7.66175731
1,28290,1,19727.12,0,9.711647907,8.066937
1,21448,1,19821.20,0,10.16293595,8.701763254
1,28706,1,13589.33,0,10.741594,9.760428168
1,18565,1,20084.82,0,10.55483836,7.595065719
1,459474,1,5469.73,1,13.26348075,10.02460586
1,14028,2,18839.38,0,8.874876424,7.821837494
1,440944,1,37789.59,0,13.23316515,10.78838578
1,57031,1,13056.76,0,11.06251777,8.988798521
1,77470,6,44529.65,3,10.74479261,10.49316522
1,31602,5,740.08,0,10.83059919,9.026009252
1,22961,1,332.79,0,11.01720846,9.384784207
2,4409,1,5424.52,0,9.212031054,7.242251952
2,84418,1,16301.15,0,10.7541362,7.981727642
1,42161,2,8316.21,0,7.31903395,7.659359144
1,44397,1,16579.43,2,9.202359401,8.476887688
1,40515,1,13395.80,0,9.922805474,7.676138582
1,43188,1,8372.25,2,10.7481638,8.661198971
1,140329,4,18804.51,1,11.73882352,8.411827636
2,697658,2,234687.74,2,6.761435311,7.267658
1,66845,1,9988.48,0,11.20996438,9.516061441
1,81908,1,17735.66,0,11.43247772,8.910426
1,13323,1,2794.70,0,10.54475769,8.302892962
1,87009,1,15198.92,0,11.47511702,9.142106921
1,40852,2,7072.77,1,10.13172077,7.606329822
1,43038,2,616.12,0,10.49025446,9.052475
1,124341,1,31419.22,1,11.8846593,10.30197551
1,45663,1,11186.66,0,10.17326889,8.43402813
1,75883,4,983.46,0,11.45511487,9.432022889
1,21715,4,12126.57,0,9.70643004,7.725862
1,31774,1,7483.32,0,10.20165118,9.299527107
1,95867,1,195.16,0,11.46158696,8.243141649
1,92062,2,4153.98,0,11.40438872,8.31936189
1,86131,1,2454.61,0,11.28783528,9.155657608
1,4052,1,11588.95,0,7.946288516,6.735619006
1,173416,1,1016.05,1,12.056278,9.775164284
1,23436,3,19824.31,0,8.457615105,5.892882
1,78303,1,18058.90,0,11.0276367,9.392774377
1,88614,1,20189.10,1,11.31525444,8.222321986
1,11759,1,6789.81,2,10.58869381,9.494338123
1,227084,1,40590.35,2,12.29519472,10.05886853
1,5719,1,21018.24,2,10.13877414,7.992409885
1,106622,1,16351.71,2,11.48666786,9.045193
1,38219,1,5945.71,0,10.23710929,9.129933547
1,64026,2,14357.38,0,11.37775667,9.034891388
2,39242,1,12758.68,2,10.48833243,7.984415184
1,148846,1,29941.75,1,12.17299433,10.06895404
1,103067,1,6604.85,3,11.91213201,8.605731648
1,225462,1,22623.53,2,11.99292049,9.707484
1,98216,1,2764.29,0,11.63427372,9.511366451
1,27630,1,2946.50,0,10.9044741,8.489349868
1,379568,1,31571.55,0,12.54709993,9.962009483
1,25727,1,13741.16,0,10.63170159,8.740087
1,80723,1,16337.62,0,11.28866489,9.838775259
1,49354,1,1092.43,0,11.05220084,9.074657166
1,318402,1,17606.18,0,12.56988362,9.936152
1,77161,1,1023.52,0,11.13990051,9.460815073
1,75703,1,11893.38,0,11.17563401,9.469225
1,162787,1,15914.27,0,12.1628531,8.949706984
1,449615,1,34766.33,1,13.10292046,10.40787396
1,47138,1,20282.21,0,10.14528134,8.855057392
2,49819,1,7425.18,0,11.16816844,8.430721006
1,1138,1,12550.84,0,9.82406126,9.083734584
1,46204,1,1859.31,0,7.999238,6.779773286
1,56947,1,11996.45,0,10.7851342,8.580451993
1,101990,1,17383.87,0,11.677209,9.575656
1,58175,1,4384.16,0,11.05745178,8.09460694
1,38514,6,5645.68,0,10.20715744,9.088426401
1,45049,1,14984.66,6,9.026623,8.726282399
1,1193,1,5495.16,2,10.48655683,7.802513026
1,212411,1,5609.14,0,12.17489134,8.40102934
1,4969,1,19981.21,0,10.17454546,8.996793594
1,60542,1,21320.67,0,11.05581942,9.114099139
1,58667,1,3397.94,0,11.09498378,9.197986
1,79108,2,19229.89,0,11.19958121,9.390600199
1,304743,1,11846.19,1,12.657994,9.222431
1,8750,1,920.02,0,9.952685089,8.508997
1,72234,1,12542.75,0,11.26390776,9.825584426
1,49962,1,13733.86,0,11.28267286,8.7514977
1,4942,1,817.89,2,10.726543,8.390324533
1,95482,1,16202.11,0,11.32865857,9.999568
1,105610,1,17479.53,0,11.81519804,9.382791404
1,113247,1,1622.23,2,11.66632234,9.240515
1,83170,2,13879.44,0,10.93865965,7.84136397
1,40317,1,31054.17,0,10.90611845,10.08535368
1,188082,1,5172.96,0,12.35520249,9.254911104
1,296066,4,222366.98,1,12.61285512,12.22332682
1,32369,1,3487.01,0,9.806422364,7.75595151
1,46468,1,7190.72,2,10.92137193,9.892793788
2,50858,2,14024.11,0,10.58229533,8.304730736
1,80513,1,10225.92,0,11.19950288,9.027463
1,40658,2,11914.06,0,9.179245,7.793668231
1,304360,1,32900.86,0,12.55578485,9.817934593
1,12126,1,17538.91,4,10.79993629,9.40967597
1,28730,1,7397.23,2,10.22111502,9.058066
1,21319,1,17376.71,0,10.14188398,8.475899121
1,56460,2,1799.55,0,10.61592667,7.6509506
1,70698,1,9189.84,0,11.22303701,9.45927196
1,19764,1,7587.16,2,9.93193783,8.622920206
1,123348,1,9696.64,1,11.73216675,9.274225495
1,264365,1,17813.39,0,12.17821128,9.698626158
1,158960,4,32241.13,2,11.99160652,10.68186933
1,401018,1,21080.60,0,12.875783,9.965061498
1,40285,2,18407.40,0,9.354147,6.821715864
1,60111,1,2625.39,0,11.45559872,8.435799971
1,122940,2,6834.24,2,11.56440462,9.219207147
1,697,1,582.63,0,8.396238713,8.166732617
1,131622,1,15693.37,0,11.70346418,9.001851765
1,16215,1,507.72,0,9.150369225,7.365376253
1,2292,1,18927.60,0,10.54075073,8.173587
1,13575,1,4208.58,0,9.190298826,6.966804431
1,203512,1,8894.50,1,12.23744955,9.562561
2,45825,1,1418.12,0,9.756421723,8.077855944
1,16997,1,6714.45,0,9.489750362,8.695764
1,445668,1,29629.59,0,13.19788635,10.12951065
1,17332,1,1209.68,2,10.97177231,9.33719513
1,45526,2,16411.63,0,7.210750556,7.315944892
1,126449,1,15217.25,0,11.87037257,8.162331211
1,173814,1,7705.40,0,12.30006705,9.089292
1,82404,1,17849.15,1,10.63874131,8.791889
1,18714,1,1745.03,0,6.000560574,8.253763234
1,115927,1,22499.38,3,11.82066206,10.37164746
1,79296,1,7643.70,1,11.26462275,8.781586
1,173,2,19265.57,0,11.02253504,9.015867293
1,9326,1,16176.09,0,10.18220198,8.788827936
1,64115,1,14387.74,0,10.7416887,9.256724
1,203478,2,12058.91,1,12.07235508,8.727169394
1,78651,1,17181.27,0,11.42635511,8.386053952
1,18265,1,8860.29,1,10.78681232,8.324386
1,90070,1,751.86,4,10.98392599,8.224123151
1,123302,2,38404.30,0,11.80618015,10.35484597
1,211873,1,4148.03,0,12.39832559,9.481106952
1,19398,2,8338.18,0,10.38157795,9.097941907
1,33769,1,7699.57,0,10.09567749,8.25106738
1,116110,2,2721.43,0,11.56146538,8.31914455
1,31868,2,7554.52,0,10.30909699,7.259719025
1,50317,1,3863.11,1,10.83022574,8.523069
1,21465,1,13191.17,0,10.55511019,8.634490761
1,108482,1,13986.43,0,11.74231297,9.420483157
1,7665,1,389.68,2,10.50329081,8.64665068
1,73382,1,9800.68,0,11.31165393,8.099027569
1,23476,1,11874.38,0,8.507706835,6.866408897
1,27032,1,18624.22,0,9.369158715,7.273214192
1,36343,1,10641.31,0,10.27560882,9.215482591
1,42502,1,1809.40,0,10.70040413,8.671024789
1,23827,1,1198.90,0,10.20351062,9.018780599
2,63044,1,18421.18,0,11.46481002,9.987088346
1,358310,2,59408.16,0,12.64481521,11.17897032
1,86886,1,18343.37,2,11.42047418,8.118563039
1,90050,1,5672.84,2,11.42922798,9.522991
2,39074,1,13870.89,0,6.870982884,7.971667812
1,9119,1,2133.86,0,7.923530205,6.957264459
1,143991,1,17665.97,0,11.63679956,9.588079
1,126417,1,7189.60,0,11.77223165,8.735704
1,4104,1,20398.42,0,10.25425408,8.495316909
1,34907,1,10117.47,0,10.17259168,8.898255804
1,143387,4,802.42,0,11.83032652,9.740061739
1,115323,1,19418.89,1,11.73429558,9.151548
1,80624,1,13393.46,0,11.26948424,9.759868001
1,15268,1,6200.71,0,10.43232505,8.117913305
1,10343,1,881.82,1,10.61766353,9.336702289
1,34512,1,8104.99,0,10.070806,8.056427926
1,96159,1,24685.23,0,11.70194308,10.39838148
1,87542,1,11751.70,0,11.3406847,9.384334439
1,73419,1,3221.23,0,11.29873412,8.168425
1,4791,1,25062.53,0,10.84253141,10.20247844
1,53777,3,19669.95,0,11.34897481,9.339063056
1,31247,1,13703.48,1,10.60576914,8.113835595
1,42012,2,5255.00,0,10.33433628,8.319155532
1,109478,4,18777.94,2,11.57837454,8.898151055
2,47042,1,13376.11,0,7.076087463,6.982591183
1,4906,1,20195.51,7,8.965859541,8.034625365
1,89039,1,10362.60,1,10.72732935,8.743059767
1,19131,1,18969.31,0,9.834613093,8.558220746
1,4002,1,14517.93,0,10.900130,8.905865
1,13279,1,1038.34,0,10.12647092,8.124274
1,21831,4,5206.31,0,11.0036138,9.090159
1,230003,1,27335.69,2,12.21728767,9.974743209
1,41422,6,3712.86,0,10.18158953,7.866848054
1,150420,1,5161.61,1,12.19587848,8.835251
1,73061,1,4903.46,0,10.60216566,7.931504209
1,79293,1,18766.20,0,11.25341578,9.398400014
1,16749,1,9937.18,0,10.42231261,8.760567286
1,41926,1,18727.27,0,10.2990559,8.852387
1,61429,1,3032.39,0,10.7090979,8.338391411
1,991,6,12105.30,0,10.41547372,7.607893287
1,50024,1,385.88,1,10.9938449,9.144334707
1,32770,1,19870.40,0,10.04867536,8.476206688
1,74859,1,21471.43,0,11.20018686,10.38620007
1,141453,1,8385.97,0,11.87779614,9.267380
1,45120,1,17134.94,0,7.408626562,9.556136432
1,91721,1,21349.12,0,10.59198114,9.893231023
1,50088,1,514.29,5,11.47425872,7.577985201
1,36038,4,17613.10,0,9.081005966,9.172532
1,33745,2,10940.04,0,10.38855075,8.96238708
1,223432,1,22163.08,1,12.19659458,10.11152068
1,226166,2,16614.98,0,12.08202632,8.71566827
2,139352,1,2477.81,0,11.89415371,7.967901613
1,30810,1,13094.70,0,10.03910039,7.543229
1,17968,1,16640.61,0,6.659826328,6.999522877
1,25906,4,35666.77,1,8.832283,10.07231119
1,58044,1,8172.74,0,11.333609,9.510856553
1,28266,1,661.60,0,10.89798421,9.238398024
1,527,1,9371.13,0,10.56300033,8.337870048
1,55318,2,19517.47,2,11.38586492,8.83839909
1,16095,2,7174.94,0,9.689986706,7.344597367
1,85954,4,5369.28,0,11.47735505,9.051013
1,130515,1,45532.78,1,11.87372075,10.60571368
1,64300,1,10943.53,3,11.29057351,9.656872897
2,77842,1,11434.37,0,10.71677691,8.567150
2,50050,1,22904.05,0,10.90107348,10.17502773
1,103907,2,8765.34,2,11.75548959,8.31750494
1,47205,4,35349.91,1,8.775152125,10.11965875
1,301828,1,41882.11,3,12.65721702,10.12827353
1,67012,1,9270.76,0,11.03277295,9.448495438
1,74386,2,9366.28,0,11.38509403,8.966552495
1,110122,1,10112.19,0,11.85954215,9.736769182
1,71007,1,4882.07,1,11.35823732,8.421735684
1,11599,1,8490.74,1,10.60699906,9.967807466
1,98361,1,13812.81,0,11.75158009,8.820932836
1,8715,4,8537.96,0,8.452232,7.069199071
2,25192,1,12455.04,0,8.790110,8.756111574
1,3500,1,17857.43,0,10.51558903,7.581685189
1,163361,2,42560.41,0,12.37241747,10.839091
1,495591,1,18908.50,2,13.28014983,8.89204636
1,67969,1,8001.08,0,11.26705206,9.112188103
1,52842,1,561.41,1,10.96136042,8.916683
1,43691,2,13097.47,2,10.19730603,8.549305983
1,22839,1,10184.80,0,9.783619828,7.824178
1,184357,1,5136.75,0,12.35702129,9.845118228
1,142879,1,956.21,0,11.75262548,8.260522266
1,112532,1,6933.67,2,11.58558435,8.946625505
1,71056,4,17060.25,0,10.62470408,7.971206339
1,33662,1,20589.09,0,9.752824607,7.670788683
2,116508,1,2366.40,0,11.7093626,9.986539523
1,14583,1,40003.20,0,10.24574292,10.7879763
1,227241,1,22386.98,0,12.27711773,10.4218198
1,90980,1,15262.43,0,11.14789698,9.8630686
1,140167,1,669.13,0,11.51792667,9.336083306
1,126113,1,9047.80,0,11.89375508,8.564401161
1,18117,1,18593.78,0,9.494040387,7.733363203
1,46853,1,8453.99,1,9.177810891,8.465479029
1,30749,2,19748.48,0,10.19004453,8.309284986
1,3258,1,15256.47,0,10.04718617,7.551937
1,52135,3,12939.77,0,11.03139695,7.247901938
1,36074,1,3529.29,1,9.894720524,9.607701246
1,3034,3,7335.87,0,9.409640605,6.925593811
2,477,1,8836.27,0,10.16446253,9.593359698
1,66965,1,12642.68,0,11.3972073,7.529848286
1,24998,1,21267.44,0,9.772327208,7.866451291
1,21618,2,6129.06,0,9.601591121,7.788667612
1,119487,1,10801.37,0,11.80261497,9.556824988
1,28159,1,19937.27,0,10.49737474,8.252174631
1,32688,1,7440.54,0,10.04539518,8.780944306
2,20394,1,13458.75,2,10.01114966,8.922151
1,113716,1,16381.47,0,11.81961207,9.927763588
1,143466,1,13494.14,0,11.48383285,9.551899169
1,60590,1,16111.55,0,11.08926953,8.234902546
1,37380,4,4258.53,0,10.20156773,7.857934529
1,20787,2,20444.98,0,5.328371891,7.451675566
1,65272,1,3859.09,0,10.56660761,8.476668048
1,3163,1,12504.04,0,6.955730996,8.063535404
1,89502,1,6391.15,1,10.78739499,8.532122235
1,81750,1,13582.40,0,11.04233965,9.208854267
1,523151,1,6286.34,2,13.00345628,9.577154323
1,21765,2,9263.80,1,8.832102,8.284127369
1,80547,1,14598.24,2,11.10347106,8.418176493
1,5804,1,5817.91,0,8.876396938,8.287278876
1,67164,1,15568.46,0,11.42751016,9.336646894
1,10042,1,7471.50,0,7.920447499,7.362930941
1,2120,1,2908.24,0,10.40421628,9.403363
1,141523,1,13129.86,2,11.81847045,9.384760235
1,58430,1,3622.35,0,11.33309808,9.453434778
1,55094,1,9250.28,0,10.65159144,8.324373444
1,105543,4,8566.40,1,11.64233393,8.536146
1,66208,1,1718.40,3,11.14828484,8.79214363
1,26312,1,15204.92,0,9.895098,8.300974012
1,7360,1,14568.51,0,9.633958371,8.760900015
1,47531,1,16629.34,0,10.66494486,8.282500456
1,47257,1,11680.14,0,10.81829656,8.846477681
1,7219,1,11871.49,0,10.13662537,7.285351408
1,67546,1,3696.20,0,11.19569354,9.515232537
1,32718,1,4508.68,0,9.627144746,7.888168
1,42204,1,4950.42,0,10.06464854,9.144531936
1,23866,1,11263.40,0,9.691801848,8.74908798
1,379905,1,17504.66,0,12.78971604,9.049142829
1,63543,1,28938.04,3,11.35163142,10.09270263
1,24012,1,18841.18,0,10.98588536,8.956592639
1,24022,6,15738.53,0,10.31786968,7.510323
1,32245,1,15325.58,0,10.30032905,8.418343943
1,57763,1,7222.73,2,11.43435771,9.170896822
1,125299,1,2617.55,0,11.72776969,8.931275
1,58568,1,20560.86,0,11.37256489,9.445856979
1,64395,1,18261.82,0,10.64650108,8.285123203
1,46277,2,8788.92,4,9.679527776,7.566083039
1,43228,6,18444.75,0,5.265569049,8.410041613
1,183267,1,40461.77,0,12.09035759,10.23467052
1,1802,1,7377.90,2,9.882824272,8.323099917
1,151137,1,10758.83,3,12.09827591,10.02233025
1,348235,1,28402.82,0,5.000626336,9.054445844
1,37719,1,14873.13,0,8.610035361,8.443108146
1,88482,1,19485.02,2,11.19953982,9.948420
1,28066,1,21023.17,0,10.62276438,8.938230283
1,178470,1,15906.43,0,12.265850,9.309378374
1,38817,1,6586.67,0,9.896216649,8.609618501
1,99230,4,18811.88,1,11.55162649,9.801941534
1,4161,1,21194.79,0,10.12255458,9.415897
1,41784,2,7464.03,0,9.930882411,9.604484
1,1991,1,20261.67,0,10.34328287,8.379123042
1,10898,1,10971.03,0,10.37042666,9.563990294
1,2049,1,20600.07,1,9.838807,8.962164471
1,833,1,21263.57,0,10.3214898,8.298614585
1,40587,1,17376.29,1,10.74451106,8.311294306
1,63933,1,14624.05,0,10.60527846,9.506862613
1,535513,1,24624.74,0,13.1027383,10.23274364
1,103186,2,204.17,1,11.53771654,8.999044759
1,79547,1,12754.59,1,10.87382345,9.030112895
1,142513,2,15070.83,0,11.82553979,9.782127886
1,24326,1,19981.69,0,9.725141888,8.661286
1,427113,1,32341.45,0,12.94970967,10.39196792
1,360015,1,14909.03,2,12.509228,8.921817219
1,27630,1,35109.22,1,10.83944932,10.01573923
1,272519,1,4454.62,0,12.58523069,9.852006067
1,182643,1,13792.31,0,12.34731083,9.739550633
1,180376,1,20963.17,1,11.73318395,8.013179017
1,143565,1,2462.57,0,11.72294628,9.084550973
1,131880,1,14732.56,0,11.58213591,8.48055579
1,43553,1,13154.86,0,10.14826119,7.447380149
1,9987,4,8087.32,0,10.53054356,8.758831557
1,25786,1,16959.87,0,10.1522872,8.092482446
1,172737,1,21574.48,1,12.00012187,9.774800786
1,39711,2,19065.17,0,9.737694,7.235460856
1,407018,1,38722.22,3,13.12177384,10.14159981
1,133995,2,10315.59,2,11.77493357,8.780442554
1,162660,1,2397.84,0,12.1383049,8.708999066
2,28231,1,9718.91,0,9.829196,7.052950
1,88913,1,12516.19,1,10.85894145,7.956740887
1,38385,1,5495.19,0,10.22676541,8.761105154
1,31618,1,31691.38,1,7.722857783,10.37906172
1,112,1,16585.43,2,10.85849329,7.871309076
1,152749,1,40961.50,1,12.21680405,10.42200033
1,72389,1,12035.73,0,11.03675217,9.788898907
1,12307,1,17680.18,0,9.806492215,8.395211
1,3248,1,1755.90,2,10.45909356,8.601065889
1,41351,1,18299.17,0,7.908740891,8.169042549
1,141282,1,19668.79,0,11.77743706,8.871242775
1,62600,1,3670.03,0,11.47037688,7.419592656
1,19677,1,17685.40,0,9.391668347,7.103141123
1,86933,1,18154.62,1,11.26096813,8.662426733
2,3087,1,18772.90,0,9.286911654,7.859136236
1,126796,2,11089.90,1,11.48518356,8.268107
1,6208,1,13026.27,0,10.21507792,8.283891753
1,61846,1,4521.84,2,11.2398301,8.011865622
1,39915,2,15148.85,0,9.925184382,7.780339
1,2764,3,8707.08,0,10.48984184,6.945642869
1,1824,1,549.55,2,10.23956744,7.892523623
1,20146,1,2953.11,0,10.71591195,8.964008
1,23695,1,29602.03,0,10.8954441,10.56139934
1,377328,1,82667.38,3,12.70341471,11.09484981
1,34506,1,12105.80,2,10.43418246,8.569368565
1,32412,1,19571.93,0,7.758082713,7.952199928
1,55335,1,19853.03,0,11.06416982,8.801385903
1,383247,1,1944.23,0,12.45594407,8.859614394
1,115770,1,55104.33,1,11.70951648,11.07644055
1,29449,6,7209.05,0,9.470551673,7.384550046
1,66623,3,10870.06,1,11.32337472,9.41664626
1,2356,2,9780.46,1,10.21209631,8.18542136
1,22690,1,10299.41,0,9.710547924,8.359741021
1,55335,1,2263.24,1,11.44594873,9.235546149
2,1657,1,17805.96,0,9.758215528,8.100925786
1,77692,1,10519.08,0,10.57323391,9.426836659
1,30321,1,13806.92,0,10.69476263,9.111428773
1,5151,1,10145.02,0,10.34371931,8.732403
1,74417,1,3946.66,0,10.85542362,9.040210331
1,64704,1,11596.99,0,11.36240627,8.219141127
2,66467,1,3490.20,2,11.09025922,9.572683411
1,37347,2,18210.15,1,10.3394448,8.694070278
1,71595,1,17772.89,0,10.7118545,8.605798525
1,42378,1,3152.27,2,8.605028401,9.621925792
1,77342,1,22814.70,0,11.18832485,10.2071887
1,22512,1,1555.25,0,10.02002549,7.138957993
1,78407,1,8456.88,1,10.65290911,8.347612221
1,256174,2,20353.67,0,12.85489713,8.708548985
1,102010,1,11918.74,2,11.72102232,9.761423297
1,32843,1,26994.60,0,10.30092052,10.49464823
1,413726,1,26232.12,0,13.1900058,10.68841079
1,85903,1,2455.94,2,10.73874332,9.763988
1,6198,1,3097.71,0,9.664419669,8.665349497
1,91814,1,81109.26,3,11.22563477,11.22050713
1,38447,1,3045.90,0,10.23854751,8.194654758
1,44086,1,18462.67,0,10.40974193,7.86923963
1,233851,1,38841.96,2,12.18189373,10.03829415
2,32770,1,3007.12,0,6.361090547,8.042733886
1,86943,1,11973.67,0,11.24782513,9.378895248
1,24998,2,249.61,0,6.968654498,7.303675213
1,85755,4,18419.63,1,11.09164172,9.538576129
1,9173,1,11964.15,0,10.82758136,9.690181913
1,133567,1,16152.14,0,11.603399,8.184588927
1,21428,2,10520.47,0,10.20361575,8.587893169
1,36397,1,14772.49,0,10.07991751,8.633849
1,117897,1,19890.33,0,11.54582751,9.204640535
1,133924,2,11991.12,0,11.90194206,7.963443281
1,3714,1,18688.88,0,9.435536374,7.983153163
1,2242,1,7390.06,0,10.53613587,8.527490725
1,44921,4,2172.43,0,9.115905415,8.612895058
1,359235,1,209.00,0,12.53589459,9.923589435
1,43327,2,4916.43,0,7.571451904,8.217193051
1,45424,1,17921.29,0,7.39498705,8.825932625
1,128021,1,27971.52,0,11.65006832,10.39659622
1,75504,1,4873.20,0,11.4483746,8.945873128
1,442219,1,10632.79,1,12.90362962,9.958005663
1,4584,1,41475.21,0,10.67767366,10.10628295
1,87382,6,10916.46,0,11.04310166,9.357848896
1,138683,1,7343.86,0,11.87661609,9.4791048
1,85463,6,22998.70,0,10.87845335,10.71599393
1,369421,1,54795.15,0,12.66906005,11.08739786
1,20254,1,4908.07,0,10.32008738,8.748879831
1,62720,1,7909.75,0,11.14273139,7.86641476
1,101489,1,8200.12,0,11.75054849,8.612101472
1,20535,2,16212.57,0,10.42876954,7.810458385
1,27253,1,5022.24,1,10.47016055,8.536603
1,92347,1,19989.22,0,10.6395473,7.741600952
1,140937,2,15876.87,3,11.76863907,9.044397075
1,20040,1,10324.40,1,10.41781719,8.713051605
2,52833,1,18811.48,2,11.28995451,9.700409708
1,133169,1,28984.66,0,11.81560788,10.22604318
1,35326,1,8267.64,2,10.34398691,8.857915
1,1573,1,2849.02,0,10.5442651,8.027580839
1,21530,1,16645.51,1,10.4046869,8.795912728
1,81003,1,8625.80,1,11.31144401,9.666643663
1,97492,1,10731.03,0,11.48799892,8.679594135
1,92174,1,10108.68,2,10.63086768,8.918893779
1,190181,1,14044.82,3,11.75752981,8.072528007
1,82736,1,8046.59,0,11.37510663,8.42321606
2,51841,3,19563.52,0,10.63119608,8.603964
1,51447,1,9278.86,1,11.31546964,8.118638952
1,17334,1,7733.67,0,9.260461773,8.804097649
1,49482,1,8619.11,2,11.37340686,8.522973992
1,16789,2,16384.96,0,9.56618528,8.700597955
1,578,2,21204.07,0,9.474223605,9.097269696
1,46841,1,18514.81,0,10.13774274,9.606278588
1,39390,4,10294.82,0,10.23471682,8.721438
1,99429,1,27543.59,4,11.60553416,10.24274584
1,90934,1,9577.77,0,10.77954024,9.947982949
1,10077,1,7410.67,1,9.547324479,7.43756093
1,9924,2,5275.20,2,10.371739,8.116524
1,32422,2,4072.53,1,9.644466555,8.524880704
1,93084,2,20413.91,0,11.3482117,7.761323778
1,6010,1,10710.88,0,9.712961,8.548039
1,48418,1,2436.85,0,11.4723984,9.459255068
1,113755,1,8258.44,0,11.50883792,9.539007926
1,1283,1,8360.67,2,10.71765992,9.165054474
1,29116,2,11013.29,0,10.39875722,9.467775572
1,41317,1,20927.47,0,9.82717407,8.164494
1,9071,1,20855.05,0,9.199866247,8.453281
1,53465,1,12126.03,2,11.15943788,9.365908458
1,112571,1,13235.33,0,11.59285124,9.710551912
1,46114,1,14458.11,0,10.46243533,9.085599014
2,6344,1,10772.88,0,9.919812488,8.170964
1,46467,1,10442.53,0,9.714169665,7.173393913
1,65451,1,6783.92,1,11.4235624,9.267967009
1,22809,1,14634.35,0,9.287351047,6.285273882
1,14138,2,2052.62,0,10.25316493,8.410639205
2,93030,1,6839.63,0,10.96608016,9.039762508
1,717689,1,40286.68,2,13.66659492,10.30123424
1,30607,1,4931.90,0,9.841085617,7.748021817
1,8929,1,20662.70,1,10.34466914,8.693003049
1,47735,1,21015.21,0,7.346338766,6.919803483
1,148940,1,12327.68,0,11.80783808,8.47024391
1,27965,1,959.01,1,10.89318875,9.100938725
1,55576,1,2086.26,0,11.32415897,8.098305899
1,43164,1,4356.47,0,10.55966839,7.963760027
1,45467,1,7045.06,0,10.07176906,7.617590195
1,278555,1,2503.44,0,12.53560167,8.966869
1,15254,1,17041.96,0,10.31069145,9.455149958
2,107696,1,7838.67,2,11.77339898,9.524689589
2,36313,1,26318.93,0,9.75676203,10.394769
