UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
1,27325,1,13442,0,10.62,7.80
1,59520,1,10662,0,11.38,8.56
1,94489,1,15633,1,11.41,8.53
1,134577,1,5396,0,11.82,8.87
1,69564,1,19051,2,11.24,8.54
1,483690,1,69689,0,13.17,10.98
1,15454,1,20182,0,10.15,7.73
1,24467,1,19790,0,7.71,8.22
1,92824,2,1756,0,10.69,8.32
1,53305,1,9624,3,11.38,9.26
1,26546,1,15912,0,9.94,8.28
1,33996,1,9656,0,10.80,9.10
1,26362,1,10915,0,9.89,8.21
1,39173,1,17246,0,9.68,8.03
1,26019,1,15082,0,9.67,7.56
1,94311,1,20459,0,11.03,9.26
1,29037,1,3595,0,10.46,7.66
1,28290,1,19727,0,9.71,8.07
1,21448,1,19821,0,10.16,8.70
1,28706,1,13589,0,10.74,9.76
1,18565,1,20085,0,10.55,7.60
1,459474,1,5470,1,13.26,10.02
1,14028,2,18839,0,8.87,7.82
1,440944,1,37790,0,13.23,10.79
1,57031,1,13057,0,11.06,8.99
1,77470,6,44530,3,10.74,10.49
1,31602,5,740,0,10.83,9.03
1,22961,1,333,0,11.02,9.38
2,4409,1,5425,0,9.21,7.24
2,84418,1,16301,0,10.75,7.98
1,42161,2,8316,0,7.32,7.66
1,44397,1,16579,2,9.20,8.48
1,40515,1,13396,0,9.92,7.68
1,43188,1,8372,2,10.75,8.66
1,140329,4,18805,1,11.74,8.41
2,697658,2,234688,2,6.76,7.27
1,66845,1,9988,0,11.21,9.52
1,81908,1,17736,0,11.43,8.91
1,13323,1,2795,0,10.54,8.30
1,87009,1,15199,0,11.48,9.14
1,40852,2,7073,1,10.13,7.61
1,43038,2,616,0,10.49,9.05
1,124341,1,31419,1,11.88,10.30
1,45663,1,11187,0,10.17,8.43
1,75883,4,983,0,11.46,9.43
1,21715,4,12127,0,9.71,7.73
1,31774,1,7483,0,10.20,9.30
1,95867,1,195,0,11.46,8.24
1,92062,2,4154,0,11.40,8.32
1,86131,1,2455,0,11.29,9.16
1,4052,1,11589,0,7.95,6.74
1,173416,1,1016,1,12.06,9.78
1,23436,3,19824,0,8.46,5.89
1,78303,1,18059,0,11.03,9.39
1,88614,1,20189,1,11.32,8.22
1,11759,1,6790,2,10.59,9.49
1,227084,1,40590,2,12.30,10.06
1,5719,1,21018,2,10.14,7.99
1,106622,1,16352,2,11.49,9.05
1,38219,1,5946,0,10.24,9.13
1,64026,2,14357,0,11.38,9.03
2,39242,1,12759,2,10.49,7.98
1,148846,1,29942,1,12.17,10.07
1,103067,1,6605,3,11.91,8.61
1,225462,1,22624,2,11.99,9.71
1,98216,1,2764,0,11.63,9.51
1,27630,1,2947,0,10.90,8.49
1,379568,1,31572,0,12.55,9.96
1,25727,1,13741,0,10.63,8.74
1,80723,1,16338,0,11.29,9.84
1,49354,1,1092,0,11.05,9.07
1,318402,1,17606,0,12.57,9.94
1,77161,1,1024,0,11.14,9.46
1,75703,1,11893,0,11.18,9.47
1,162787,1,15914,0,12.16,8.95
1,449615,1,34766,1,13.10,10.41
1,47138,1,20282,0,10.15,8.86
2,49819,1,7425,0,11.17,8.43
1,1138,1,12551,0,9.82,9.08
1,46204,1,1859,0,8.00,6.78
1,56947,1,11996,0,10.79,8.58
1,101990,1,17384,0,11.68,9.58
1,58175,1,4384,0,11.06,8.09
1,38514,6,5646,0,10.21,9.09
1,45049,1,14985,6,9.03,8.73
1,1193,1,5495,2,10.49,7.80
1,212411,1,5609,0,12.17,8.40
1,4969,1,19981,0,10.17,9.00
1,60542,1,21321,0,11.06,9.11
1,58667,1,3398,0,11.09,9.20
1,79108,2,19230,0,11.20,9.39
1,304743,1,11846,1,12.66,9.22
1,8750,1,920,0,9.95,8.51
1,72234,1,12543,0,11.26,9.83
1,49962,1,13734,0,11.28,8.75
1,4942,1,818,2,10.73,8.39
1,95482,1,16202,0,11.33,10.00
1,105610,1,17480,0,11.82,9.38
1,113247,1,1622,2,11.67,9.24
1,83170,2,13879,0,10.94,7.84
1,40317,1,31054,0,10.91,10.09
1,188082,1,5173,0,12.36,9.25
1,296066,4,222367,1,12.61,12.22
1,32369,1,3487,0,9.81,7.76
1,46468,1,7191,2,10.92,9.89
2,50858,2,14024,0,10.58,8.30
1,80513,1,10226,0,11.20,9.03
1,40658,2,11914,0,9.18,7.79
1,304360,1,32901,0,12.56,9.82
1,12126,1,17539,4,10.80,9.41
1,28730,1,7397,2,10.22,9.06
1,21319,1,17377,0,10.14,8.48
1,56460,2,1800,0,10.62,7.65
1,70698,1,9190,0,11.22,9.46
1,19764,1,7587,2,9.93,8.62
1,123348,1,9697,1,11.73,9.27
1,264365,1,17813,0,12.18,9.70
1,158960,4,32241,2,11.99,10.68
1,401018,1,21081,0,12.88,9.97
1,40285,2,18407,0,9.35,6.82
1,60111,1,2625,0,11.46,8.44
1,122940,2,6834,2,11.56,9.22
1,697,1,583,0,8.40,8.17
1,131622,1,15693,0,11.70,9.00
1,16215,1,508,0,9.15,7.37
1,2292,1,18928,0,10.54,8.17
1,13575,1,4209,0,9.19,6.97
1,203512,1,8895,1,12.24,9.56
2,45825,1,1418,0,9.76,8.08
1,16997,1,6714,0,9.49,8.70
1,445668,1,29630,0,13.20,10.13
1,17332,1,1210,2,10.97,9.34
1,45526,2,16412,0,7.21,7.32
1,126449,1,15217,0,11.87,8.16
1,173814,1,7705,0,12.30,9.09
1,82404,1,17849,1,10.64,8.79
1,18714,1,1745,0,6.00,8.25
1,115927,1,22499,3,11.82,10.37
1,79296,1,7644,1,11.26,8.78
1,173,2,19266,0,11.02,9.02
1,9326,1,16176,0,10.18,8.79
1,64115,1,14388,0,10.74,9.26
1,203478,2,12059,1,12.07,8.73
1,78651,1,17181,0,11.43,8.39
1,18265,1,8860,1,10.79,8.32
1,90070,1,752,4,10.98,8.22
1,123302,2,38404,0,11.81,10.35
1,211873,1,4148,0,12.40,9.48
1,19398,2,8338,0,10.38,9.10
1,33769,1,7700,0,10.10,8.25
1,116110,2,2721,0,11.56,8.32
1,31868,2,7555,0,10.31,7.26
1,50317,1,3863,1,10.83,8.52
1,21465,1,13191,0,10.56,8.63
1,108482,1,13986,0,11.74,9.42
1,7665,1,390,2,10.50,8.65
1,73382,1,9801,0,11.31,8.10
1,23476,1,11874,0,8.51,6.87
1,27032,1,18624,0,9.37,7.27
1,36343,1,10641,0,10.28,9.22
1,42502,1,1809,0,10.70,8.67
1,23827,1,1199,0,10.20,9.02
2,63044,1,18421,0,11.46,9.99
1,358310,2,59408,0,12.64,11.18
1,86886,1,18343,2,11.42,8.12
1,90050,1,5673,2,11.43,9.52
2,39074,1,13871,0,6.87,7.97
1,9119,1,2134,0,7.92,6.96
1,143991,1,17666,0,11.64,9.59
1,126417,1,7190,0,11.77,8.74
1,4104,1,20398,0,10.25,8.50
1,34907,1,10117,0,10.17,8.90
1,143387,4,802,0,11.83,9.74
1,115323,1,19419,1,11.73,9.15
1,80624,1,13393,0,11.27,9.76
1,15268,1,6201,0,10.43,8.12
1,10343,1,882,1,10.62,9.34
1,34512,1,8105,0,10.07,8.06
1,96159,1,24685,0,11.70,10.40
1,87542,1,11752,0,11.34,9.38
1,73419,1,3221,0,11.30,8.17
1,4791,1,25063,0,10.84,10.20
1,53777,3,19670,0,11.35,9.34
1,31247,1,13703,1,10.61,8.11
1,42012,2,5255,0,10.33,8.32
1,109478,4,18778,2,11.58,8.90
2,47042,1,13376,0,7.08,6.98
1,4906,1,20196,7,8.97,8.03
1,89039,1,10363,1,10.73,8.74
1,19131,1,18969,0,9.83,8.56
1,4002,1,14518,0,10.90,8.91
1,13279,1,1038,0,10.13,8.12
1,21831,4,5206,0,11.00,9.09
1,230003,1,27336,2,12.22,9.97
1,41422,6,3713,0,10.18,7.87
1,150420,1,5162,1,12.20,8.84
1,73061,1,4903,0,10.60,7.93
1,79293,1,18766,0,11.25,9.40
1,16749,1,9937,0,10.42,8.76
1,41926,1,18727,0,10.30,8.85
1,61429,1,3032,0,10.71,8.34
1,991,6,12105,0,10.42,7.61
1,50024,1,386,1,10.99,9.14
1,32770,1,19870,0,10.05,8.48
1,74859,1,21471,0,11.20,10.39
1,141453,1,8386,0,11.88,9.27
1,45120,1,17135,0,7.41,9.56
1,91721,1,21349,0,10.59,9.89
1,50088,1,514,5,11.47,7.58
1,36038,4,17613,0,9.08,9.17
1,33745,2,10940,0,10.39,8.96
1,223432,1,22163,1,12.20,10.11
1,226166,2,16615,0,12.08,8.72
2,139352,1,2478,0,11.89,7.97
1,30810,1,13095,0,10.04,7.54
1,17968,1,16641,0,6.66,7.00
1,25906,4,35667,1,8.83,10.07
1,58044,1,8173,0,11.33,9.51
1,28266,1,662,0,10.90,9.24
1,527,1,9371,0,10.56,8.34
1,55318,2,19517,2,11.39,8.84
1,16095,2,7175,0,9.69,7.34
1,85954,4,5369,0,11.48,9.05
1,130515,1,45533,1,11.87,10.61
1,64300,1,10944,3,11.29,9.66
2,77842,1,11434,0,10.72,8.57
2,50050,1,22904,0,10.90,10.18
1,103907,2,8765,2,11.76,8.32
1,47205,4,35350,1,8.78,10.12
1,301828,1,41882,3,12.66,10.13
1,67012,1,9271,0,11.03,9.45
1,74386,2,9366,0,11.39,8.97
1,110122,1,10112,0,11.86,9.74
1,71007,1,4882,1,11.36,8.42
1,11599,1,8491,1,10.61,9.97
1,98361,1,13813,0,11.75,8.82
1,8715,4,8538,0,8.45,7.07
2,25192,1,12455,0,8.79,8.76
1,3500,1,17857,0,10.52,7.58
1,163361,2,42560,0,12.37,10.84
1,495591,1,18909,2,13.28,8.89
1,67969,1,8001,0,11.27,9.11
1,52842,1,561,1,10.96,8.92
1,43691,2,13097,2,10.20,8.55
1,22839,1,10185,0,9.78,7.82
1,184357,1,5137,0,12.36,9.85
1,142879,1,956,0,11.75,8.26
1,112532,1,6934,2,11.59,8.95
1,71056,4,17060,0,10.62,7.97
1,33662,1,20589,0,9.75,7.67
2,116508,1,2366,0,11.71,9.99
1,14583,1,40003,0,10.25,10.79
1,227241,1,22387,0,12.28,10.42
1,90980,1,15262,0,11.15,9.86
1,140167,1,669,0,11.52,9.34
1,126113,1,9048,0,11.89,8.56
1,18117,1,18594,0,9.49,7.73
1,46853,1,8454,1,9.18,8.47
1,30749,2,19748,0,10.19,8.31
1,3258,1,15256,0,10.05,7.55
1,52135,3,12940,0,11.03,7.25
1,36074,1,3529,1,9.89,9.61
1,3034,3,7336,0,9.41,6.93
2,477,1,8836,0,10.16,9.59
1,66965,1,12643,0,11.40,7.53
1,24998,1,21267,0,9.77,7.87
1,21618,2,6129,0,9.60,7.79
1,119487,1,10801,0,11.80,9.56
1,28159,1,19937,0,10.50,8.25
1,32688,1,7441,0,10.05,8.78
2,20394,1,13459,2,10.01,8.92
1,113716,1,16381,0,11.82,9.93
1,143466,1,13494,0,11.48,9.55
1,60590,1,16112,0,11.09,8.23
1,37380,4,4259,0,10.20,7.86
1,20787,2,20445,0,5.33,7.45
1,65272,1,3859,0,10.57,8.48
1,3163,1,12504,0,6.96,8.06
1,89502,1,6391,1,10.79,8.53
1,81750,1,13582,0,11.04,9.21
1,523151,1,6286,2,13.00,9.58
1,21765,2,9264,1,8.83,8.28
1,80547,1,14598,2,11.10,8.42
1,5804,1,5818,0,8.88,8.29
1,67164,1,15568,0,11.43,9.34
1,10042,1,7472,0,7.92,7.36
1,2120,1,2908,0,10.40,9.40
1,141523,1,13130,2,11.82,9.38
1,58430,1,3622,0,11.33,9.45
1,55094,1,9250,0,10.65,8.32
1,105543,4,8566,1,11.64,8.54
1,66208,1,1718,3,11.15,8.79
1,26312,1,15205,0,9.90,8.30
1,7360,1,14569,0,9.63,8.76
1,47531,1,16629,0,10.66,8.28
1,47257,1,11680,0,10.82,8.85
1,7219,1,11871,0,10.14,7.29
1,67546,1,3696,0,11.20,9.52
1,32718,1,4509,0,9.63,7.89
1,42204,1,4950,0,10.06,9.14
1,23866,1,11263,0,9.69,8.75
1,379905,1,17505,0,12.79,9.05
1,63543,1,28938,3,11.35,10.09
1,24012,1,18841,0,10.99,8.96
1,24022,6,15739,0,10.32,7.51
1,32245,1,15326,0,10.30,8.42
1,57763,1,7223,2,11.43,9.17
1,125299,1,2618,0,11.73,8.93
1,58568,1,20561,0,11.37,9.45
1,64395,1,18262,0,10.65,8.29
1,46277,2,8789,4,9.68,7.57
1,43228,6,18445,0,5.27,8.41
1,183267,1,40462,0,12.09,10.23
1,1802,1,7378,2,9.88,8.32
1,151137,1,10759,3,12.10,10.02
1,348235,1,28403,0,5.00,9.05
1,37719,1,14873,0,8.61,8.44
1,88482,1,19485,2,11.20,9.95
1,28066,1,21023,0,10.62,8.94
1,178470,1,15906,0,12.27,9.31
1,38817,1,6587,0,9.90,8.61
1,99230,4,18812,1,11.55,9.80
1,4161,1,21195,0,10.12,9.42
1,41784,2,7464,0,9.93,9.60
1,1991,1,20262,0,10.34,8.38
1,10898,1,10971,0,10.37,9.56
1,2049,1,20600,1,9.84,8.96
1,833,1,21264,0,10.32,8.30
1,40587,1,17376,1,10.74,8.31
1,63933,1,14624,0,10.61,9.51
1,535513,1,24625,0,13.10,10.23
1,103186,2,204,1,11.54,9.00
1,79547,1,12755,1,10.87,9.03
1,142513,2,15071,0,11.83,9.78
1,24326,1,19982,0,9.73,8.66
1,427113,1,32341,0,12.95,10.39
1,360015,1,14909,2,12.51,8.92
1,27630,1,35109,1,10.84,10.02
1,272519,1,4455,0,12.59,9.85
1,182643,1,13792,0,12.35,9.74
1,180376,1,20963,1,11.73,8.01
1,143565,1,2463,0,11.72,9.08
1,131880,1,14733,0,11.58,8.48
1,43553,1,13155,0,10.15,7.45
1,9987,4,8087,0,10.53,8.76
1,25786,1,16960,0,10.15,8.09
1,172737,1,21574,1,12.00,9.77
1,39711,2,19065,0,9.74,7.24
1,407018,1,38722,3,13.12,10.14
1,133995,2,10316,2,11.77,8.78
1,162660,1,2398,0,12.14,8.71
2,28231,1,9719,0,9.83,7.05
1,88913,1,12516,1,10.86,7.96
1,38385,1,5495,0,10.23,8.76
1,31618,1,31691,1,7.72,10.38
1,112,1,16585,2,10.86,7.87
1,152749,1,40962,1,12.22,10.42
1,72389,1,12036,0,11.04,9.79
1,12307,1,17680,0,9.81,8.40
1,3248,1,1756,2,10.46,8.60
1,41351,1,18299,0,7.91,8.17
1,141282,1,19669,0,11.78,8.87
1,62600,1,3670,0,11.47,7.42
1,19677,1,17685,0,9.39,7.10
1,86933,1,18155,1,11.26,8.66
2,3087,1,18773,0,9.29,7.86
1,126796,2,11090,1,11.49,8.27
1,6208,1,13026,0,10.22,8.28
1,61846,1,4522,2,11.24,8.01
1,39915,2,15149,0,9.93,7.78
1,2764,3,8707,0,10.49,6.95
1,1824,1,550,2,10.24,7.89
1,20146,1,2953,0,10.72,8.96
1,23695,1,29602,0,10.90,10.56
1,377328,1,82667,3,12.70,11.09
1,34506,1,12106,2,10.43,8.57
1,32412,1,19572,0,7.76,7.95
1,55335,1,19853,0,11.06,8.80
1,383247,1,1944,0,12.46,8.86
1,115770,1,55104,1,11.71,11.08
1,29449,6,7209,0,9.47,7.38
1,66623,3,10870,1,11.32,9.42
1,2356,2,9780,1,10.21,8.19
1,22690,1,10299,0,9.71,8.36
1,55335,1,2263,1,11.45,9.24
2,1657,1,17806,0,9.76,8.10
1,77692,1,10519,0,10.57,9.43
1,30321,1,13807,0,10.69,9.11
1,5151,1,10145,0,10.34,8.73
1,74417,1,3947,0,10.86,9.04
1,64704,1,11597,0,11.36,8.22
2,66467,1,3490,2,11.09,9.57
1,37347,2,18210,1,10.34,8.69
1,71595,1,17773,0,10.71,8.61
1,42378,1,3152,2,8.61,9.62
1,77342,1,22815,0,11.19,10.21
1,22512,1,1555,0,10.02,7.14
1,78407,1,8457,1,10.65,8.35
1,256174,2,20354,0,12.85,8.71
1,102010,1,11919,2,11.72,9.76
1,32843,1,26995,0,10.30,10.49
1,413726,1,26232,0,13.19,10.69
1,85903,1,2456,2,10.74,9.76
1,6198,1,3098,0,9.66,8.67
1,91814,1,81109,3,11.23,11.22
1,38447,1,3046,0,10.24,8.19
1,44086,1,18463,0,10.41,7.87
1,233851,1,38842,2,12.18,10.04
2,32770,1,3007,0,6.36,8.04
1,86943,1,11974,0,11.25,9.38
1,24998,2,250,0,6.97,7.30
1,85755,4,18420,1,11.09,9.54
1,9173,1,11964,0,10.83,9.69
1,133567,1,16152,0,11.60,8.18
1,21428,2,10520,0,10.20,8.59
1,36397,1,14772,0,10.08,8.63
1,117897,1,19890,0,11.55,9.20
1,133924,2,11991,0,11.90,7.96
1,3714,1,18689,0,9.44,7.98
1,2242,1,7390,0,10.54,8.53
1,44921,4,2172,0,9.12,8.61
1,359235,1,209,0,12.54,9.92
1,43327,2,4916,0,7.57,8.22
1,45424,1,17921,0,7.39,8.83
1,128021,1,27972,0,11.65,10.40
1,75504,1,4873,0,11.45,8.95
1,442219,1,10633,1,12.90,9.96
1,4584,1,41475,0,10.68,10.11
1,87382,6,10916,0,11.04,9.36
1,138683,1,7344,0,11.88,9.48
1,85463,6,22999,0,10.88,10.72
1,369421,1,54795,0,12.67,11.09
1,20254,1,4908,0,10.32,8.75
1,62720,1,7910,0,11.14,7.87
1,101489,1,8200,0,11.75,8.61
1,20535,2,16213,0,10.43,7.81
1,27253,1,5022,1,10.47,8.54
1,92347,1,19989,0,10.64,7.74
1,140937,2,15877,3,11.77,9.04
1,20040,1,10324,1,10.42,8.71
2,52833,1,18811,2,11.29,9.70
1,133169,1,28985,0,11.82,10.23
1,35326,1,8268,2,10.34,8.86
1,1573,1,2849,0,10.54,8.03
1,21530,1,16646,1,10.40,8.80
1,81003,1,8626,1,11.31,9.67
1,97492,1,10731,0,11.49,8.68
1,92174,1,10109,2,10.63,8.92
1,190181,1,14045,3,11.76,8.07
1,82736,1,8047,0,11.38,8.42
2,51841,3,19564,0,10.63,8.60
1,51447,1,9279,1,11.32,8.12
1,17334,1,7734,0,9.26,8.80
1,49482,1,8619,2,11.37,8.52
1,16789,2,16385,0,9.57,8.70
1,578,2,21204,0,9.47,9.10
1,46841,1,18515,0,10.14,9.61
1,39390,4,10295,0,10.23,8.72
1,99429,1,27544,4,11.61,10.24
1,90934,1,9578,0,10.78,9.95
1,10077,1,7411,1,9.55,7.44
1,9924,2,5275,2,10.37,8.12
1,32422,2,4073,1,9.64,8.52
1,93084,2,20414,0,11.35,7.76
1,6010,1,10711,0,9.71,8.55
1,48418,1,2437,0,11.47,9.46
1,113755,1,8258,0,11.51,9.54
1,1283,1,8361,2,10.72,9.17
1,29116,2,11013,0,10.40,9.47
1,41317,1,20927,0,9.83,8.16
1,9071,1,20855,0,9.20,8.45
1,53465,1,12126,2,11.16,9.37
1,112571,1,13235,0,11.59,9.71
1,46114,1,14458,0,10.46,9.09
2,6344,1,10773,0,9.92,8.17
1,46467,1,10443,0,9.71,7.17
1,65451,1,6784,1,11.42,9.27
1,22809,1,14634,0,9.29,6.29
1,14138,2,2053,0,10.25,8.41
2,93030,1,6840,0,10.97,9.04
1,717689,1,40287,2,13.67,10.30
1,30607,1,4932,0,9.84,7.75
1,8929,1,20663,1,10.34,8.69
1,47735,1,21015,0,7.35,6.92
1,148940,1,12328,0,11.81,8.47
1,27965,1,959,1,10.89,9.10
1,55576,1,2086,0,11.32,8.10
1,43164,1,4356,0,10.56,7.96
1,45467,1,7045,0,10.07,7.62
1,278555,1,2503,0,12.54,8.97
1,15254,1,17042,0,10.31,9.46
2,107696,1,7839,2,11.77,9.52
2,36313,1,26319,0,9.76,10.39
1,14063,3,1028,0,8.57,6.18
2,260104,1,8232,0,12.35,9.10
1,2319,1,195,1,9.79,9.03
1,102390,1,2575,2,11.65,8.86
1,97032,1,34202,0,11.69,10.31
1,3838,1,19969,0,7.99,6.98
1,3612,1,4337,1,9.94,9.31
1,164179,1,15849,0,11.96,9.35
1,26522,4,4301,2,9.55,8.90
2,35642,1,131,0,9.78,8.78
1,54899,1,19153,0,11.31,9.49
1,20354,2,18081,0,7.55,7.68
1,30657,1,1519,0,10.39,8.44
1,52129,1,3864,0,10.83,8.92
1,69412,1,5079,0,10.80,9.30
1,17814,1,19828,0,9.26,7.87
1,45623,1,8216,0,9.19,8.02
1,50849,1,17258,2,11.07,8.52
1,19703,2,9362,0,9.82,9.00
1,212008,1,8202,0,12.06,9.72
1,83006,1,16365,0,10.79,8.85
1,15484,1,13186,0,9.41,7.93
1,153805,1,48327,2,11.72,10.83
1,62144,1,33738,0,11.08,9.63
1,70663,1,15058,0,11.25,9.00
1,381499,1,38929,0,12.83,10.05
1,86284,1,14491,0,10.64,8.96
1,205280,1,34969,0,11.95,10.08
1,122824,1,12764,0,11.64,9.95
1,416900,1,44560,0,13.18,10.54
1,278136,1,41439,0,12.79,10.16
1,21504,2,15291,2,8.78,7.15
1,19231,2,5899,0,9.66,8.35
1,84899,1,14813,0,11.17,8.57
1,164730,1,34545,1,12.23,10.21
1,59968,1,14102,0,11.45,8.59
1,21853,1,8152,0,9.80,8.02
1,236948,1,12281,0,12.30,9.95
1,6939,4,14127,0,10.17,8.48
1,70258,1,4385,0,11.32,9.97
1,30673,1,10896,1,8.85,8.25
2,23285,4,2657,4,10.46,9.32
1,9869,1,2342,0,10.52,8.57
1,188,2,19462,0,9.39,7.65
1,81606,1,2747,0,11.34,9.59
1,29783,1,19083,0,10.27,8.30
1,48446,1,10084,0,10.95,7.33
1,14423,1,9767,0,9.84,7.40
1,36974,1,7321,0,9.00,7.14
1,270137,1,30197,0,12.85,9.95
1,74228,1,8117,0,11.28,9.35
1,151514,1,12107,1,12.15,9.73
1,33983,1,7232,0,9.69,9.34
1,118662,1,17568,0,11.92,9.15
1,32634,1,5063,2,9.89,8.41
1,180483,1,90388,0,11.80,11.70
1,11247,1,10312,0,9.95,8.56
1,84628,1,19972,0,11.13,9.04
1,13537,1,608,0,10.40,8.57
1,287172,1,36726,0,12.44,10.48
1,53870,1,227,0,11.05,8.27
1,90468,1,8704,1,11.41,8.53
1,50018,1,16341,0,10.84,9.40
1,12409,6,9580,0,10.24,7.45
1,361150,1,72983,0,5.31,8.91
1,171921,2,5481,1,12.20,8.84
1,19109,1,10196,0,10.88,7.96
1,4995,1,4951,0,7.81,8.23
1,60191,1,6125,0,10.63,8.81
1,13695,1,13983,1,10.61,8.61
1,132277,1,12839,1,11.83,8.39
1,91670,4,19854,3,11.23,8.41
1,172583,1,63194,0,11.57,10.62
1,1801,1,11201,1,10.74,7.65
1,38106,5,1960,0,10.41,7.57
1,14761,1,6473,0,7.57,8.76
1,112352,1,11104,0,11.73,9.18
1,121481,1,14406,0,11.91,9.60
1,60021,1,20208,0,10.75,8.77
1,332073,4,215916,1,12.45,12.50
1,55919,1,879,0,10.61,8.60
1,67974,1,18590,0,11.36,9.37
1,13997,1,17211,0,10.25,9.09
2,25038,1,16373,0,10.62,9.42
1,747232,1,52562,0,13.67,10.55
1,174105,1,35756,0,12.35,9.94
1,25592,1,8844,0,10.15,9.27
1,163727,1,4181,0,12.22,9.47
1,126490,1,8407,1,11.82,8.76
1,19453,1,16826,2,10.22,7.75
1,37449,2,17141,0,7.74,7.17
1,37911,1,20526,0,5.38,8.09
1,14120,1,18964,0,7.56,8.58
1,65910,5,14595,2,10.64,8.96
1,30266,1,11170,0,10.68,9.26
1,151554,1,36737,2,12.32,10.28
1,33539,1,3993,0,10.64,7.90
1,18398,1,19717,0,9.51,7.93
1,28455,1,15243,0,10.83,8.86
1,6794,1,12734,1,10.36,9.47
1,272024,1,9324,0,12.41,9.63
1,113031,1,34816,0,11.54,10.10
1,118721,1,34479,0,11.62,10.67
1,67987,1,19202,0,10.85,8.62
1,22970,1,12229,0,9.82,8.47
1,33427,2,4634,0,9.77,7.83
1,639017,1,9480,3,13.49,9.57
1,31381,1,5263,0,10.78,9.60
1,50962,1,19332,0,11.30,9.66
2,14501,1,18026,0,10.36,7.81
1,83823,1,11912,0,10.73,9.00
1,2614,1,4273,2,9.38,9.07
1,29898,1,1025,0,10.02,8.34
1,1326,4,2951,1,9.92,8.06
1,118667,1,9519,0,11.93,9.99
1,90699,1,14428,0,10.84,7.15
1,585,2,4860,0,10.69,8.80
1,25374,1,14647,0,9.88,7.91
1,3288,1,18418,0,8.03,8.47
1,185617,1,58696,0,12.33,10.75
2,33024,4,9143,0,10.90,8.45
1,83667,1,13823,0,11.43,9.86
1,368006,1,233624,0,9.98,7.67
1,48381,2,18916,3,10.68,8.25
1,50049,1,7286,0,11.15,8.67
1,77858,1,14667,0,11.10,8.74
1,48058,1,3568,0,10.51,9.53
1,41988,1,11945,0,7.77,8.55
1,81639,1,7677,0,11.17,9.25
1,34981,1,9411,0,9.20,9.06
1,10975,1,9427,0,10.32,8.55
1,36157,1,14195,0,7.72,8.66
1,109859,1,18079,0,11.80,9.19
1,5159,1,10058,0,7.21,7.67
1,70184,1,3215,0,11.03,9.80
1,63914,1,16127,0,11.07,9.34
1,152091,1,16074,2,12.27,9.33
1,20331,2,20371,1,9.11,8.88
1,43142,1,8474,0,9.73,7.67
1,20981,2,9958,0,10.02,8.51
1,21558,1,11588,0,10.08,8.51
1,34105,1,19059,0,9.92,8.76
1,25246,1,15066,1,7.15,7.27
2,6299,1,552,0,10.12,9.21
1,43774,4,4506,0,10.75,7.93
1,21406,1,18247,0,10.78,9.02
1,37967,4,12542,0,10.09,9.33
1,18756,1,18672,0,10.31,9.11
1,86780,1,30095,0,11.03,10.04
1,18787,1,4573,2,9.91,7.88
1,250527,1,188,1,12.43,9.67
1,57485,1,21268,0,11.02,7.12
1,45196,1,2998,3,9.95,8.84
1,28238,1,13764,0,10.44,8.71
2,98435,1,10507,0,11.80,8.80
2,18730,3,8179,1,10.54,8.74
