UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure,
1,176960,2,29547.0001,1,12.083679,10.2937375,
1,46000,1,10147.75,0,10.73639668,9.225007285,
1,27402,4,12592.0501,1,10.21837128,9.440820949,
1,13235,1,9220.7499,0,9.490620115,9.129211647,
1,150000,1,38015.75,2,11.91839057,10.54575583,
1,100,1,3578.0001,0,4.605170186,8.182559292,
1,52240,1,8513.1,3,10.86360376,9.049361433,
1,100000,1,27661.1999,0,11.51292546,10.22778598,
1,160000,6,20197.5664,0,11.98292909,9.913317401,
2,43000,1,9642.1,0,10.66895539,9.173894206,
1,17400,1,8815.7501,0,9.764225485,9.084295185,
1,143648,1,20519.5003,0,11.87512114,9.929130947,
1,11634,1,2345,0,9.361687124,7.760040681,
1,27000,1,6715.5001,1,10.20359214,8.812173581,
1,25000,6,6410.2501,0,10.1266311,8.765653566,
1,50000,1,9927.25,0,10.81977828,9.20303878,
1,12000,2,2649.5,0,9.392661929,7.882126222,
1,14000,1,20613,0,9.546812609,9.933677224,
2,26200,1,9567,0,10.17351469,9.166074956,
1,36531,2,7233.7501,0,10.50591649,8.886512867,
1,110000,1,19339.75,2,11.60823564,9.869917842,
1,32378,1,12233.5,2,10.38523446,9.411933369,
1,28327,1,8750.5,0,10.25157069,9.076866121,
1,14826,6,19684.5,0,9.604137675,9.887586803,
1,3150,4,23985.45,0,8.055157732,10.08520268,
1,60000,1,13877.2832,0,11.00209984,9.53800848,
1,87752,1,14926.4999,0,11.38226993,9.610893429,
1,87600,6,12053,0,11.38053628,9.397068871,
1,18000,1,8721.25,0,9.798127037,9.073517855,
1,40000,1,9672,0,10.59663473,9.176990392,
1,110000,4,11824.85,0,11.60823564,9.377958528,
1,250000,1,25048.3332,0,12.4292162,10.12856257,
1,100000,1,51150.6,0,11.51292546,10.8425295,
1,10700,1,1019.75,0,9.27799902,6.927312778,
1,125000,1,30808.75,0,11.73606902,10.33555402,
1,55506,1,10049.25,0,10.9242464,9.215253284,
1,206000,1,33490.9998,0,12.23563145,10.41903202,
1,18489,4,8104.5,0,9.82493124,9.000174742,
1,181700,1,22431.2501,0,12.11011225,10.01821036,
1,157000,2,13686.6333,2,11.96400108,9.524174964,
1,93000,1,12661.45,1,11.44035477,9.446317223,
2,882,1,4012,0,6.782192056,8.297045149,
1,38375,1,12298,0,10.55516148,9.417191927,
1,77226,1,11715.5,1,11.25449147,9.36866803,
1,15526,1,6706,0,9.650271317,8.810757927,
1,33462,1,17381.5,0,10.41816575,9.763161701,
1,117371,1,24230.8163,0,11.67309514,10.0953805,
2,77000,1,9227.8002,0,11.2515607,9.129975968,
1,21074,1,14598,0,9.955795332,9.588639812,
1,343084,1,29644.2501,1,12.74573059,10.29702346,
1,102000,2,9573.2499,0,11.53272809,9.166728019,
1,37000,2,6363.7501,0,10.51867319,8.758373121,
1,43226,1,10915.25,0,10.67419745,9.297916173,
1,99000,1,17423.15,0,11.50287513,9.765555061,
1,47932,2,13170,0,10.77753862,9.485696795,
1,3135,2,3122,0,8.050384453,8.046229101,
1,33000,2,6465.2501,0,10.40426284,8.774196976,
1,64000,1,8377.25,0,11.06663836,9.033274977,
1,23016,4,8388.0001,2,10.04394491,9.034557404,
1,17600,1,14078.25,1,9.775654181,9.552386332,
1,24048,1,6591.25,3,10.08780711,8.793498291,
1,75000,1,14725.5999,2,11.22524339,9.597342748,
1,77000,1,15563.7501,2,11.2515607,9.652699778,
1,24000,1,5344.3002,0,10.08580911,8.583785889,
1,92000,1,24379.2499,2,11.42954386,10.10148764,
1,75000,1,15222.65,0,11.22524339,9.630539729,
1,7440,2,8410.75,3,8.914626128,9.037265929,
1,52000,1,17232.6499,2,10.858999,9.754561113,
1,22000,1,11745.75,0,9.998797732,9.371246752,
1,80700,2,13501.7501,0,11.29849385,9.510574593,
1,58762,1,16053.2501,0,10.98125067,9.683666607,
1,3200,1,4315,0,8.070906089,8.369852604,
1,35000,1,12830.5001,0,10.46310334,9.459580436,
1,167000,1,31969.5003,1,12.02574909,10.37253761,
1,37626,1,9237,0,10.53545058,9.130972437,
1,31000,2,5331.5001,0,10.34174248,8.581387922,
1,28452,1,7301,0,10.25597374,8.895766604,
1,9085,1,5847,2,9.114379981,8.673683988,
1,99100,1,11481.2502,0,11.50388472,9.348470566,
1,60000,1,8896.5,0,11.00209984,9.09341322,
1,16404,1,4920.5,0,9.705280487,8.50116543,
1,110100,1,9461.75,0,11.60914432,9.155012634,
2,46644,1,14968.2499,0,10.75029958,9.613686563,
1,13328,1,38206,0,9.497622364,10.55074785,
1,57000,1,6549.2501,0,10.95080655,8.787105834,
1,36000,1,4799.5,0,10.49127422,8.476267025,
1,43200,1,15501.2501,1,10.67359577,9.648675951,
1,14580,1,3074,0,9.587406006,8.030734924,
1,41148,1,7303.9999,0,10.6249306,8.896177409,
1,22494,1,6274,0,10.02100389,8.744169389,
1,75000,1,13220.5001,0,11.22524339,9.489523942,
1,85000,4,19488.0332,1,11.35040654,9.877555874,
1,42000,1,7464.4999,0,10.6454249,8.917913715,
1,103650,1,19083.25,2,11.54877512,9.856566266,
1,65200,1,6340.25,0,11.08521475,8.754673479,
1,2369,1,12717,0,7.770223204,9.45069496,
1,103000,1,15796.0001,0,11.54248427,9.667512029,
1,150100,1,56147.2833,2,11.91905702,10.93573358,
1,65000,6,10679.2501,0,11.08214255,9.276057895,
1,85000,2,11223.7501,0,11.35040654,9.325787357,
1,10824,1,2224,0,9.28952117,7.707062655,
1,27539,1,16544,0,10.22335846,9.713778777,
1,138000,1,64853.7499,1,11.83500896,11.07989001,
1,7200,1,2172,0,8.881836305,7.683403681,
1,132000,1,27610.7499,3,11.7905572,10.22596047,
2,32926,1,7270.65,0,10.4020179,8.891600975,
1,90000,1,15391.25,0,11.40756495,9.641554445,
1,105226,1,19606.1499,0,11.5638657,9.883598566,
1,29200,1,12135.9999,0,10.28192399,9.403931513,
1,12000,1,6444.1501,0,9.392661929,8.770928037,
1,216553,1,24260.5332,4,12.2855906,10.09660616,
1,27407,1,7223,0,10.21855373,8.885025658,
1,4500,1,11332.4501,0,8.411832676,9.33542558,
1,175015,1,22436.55,2,12.07262696,10.0184466,
1,403084,2,17709.9999,1,12.90690026,9.781884725,
1,56556,1,14664.0001,0,10.94298658,9.593150796,
1,10474,2,1732,0,9.256651275,7.457032089,
1,40198,2,6654.75,0,10.60157252,8.803086164,
1,100346,1,11591.2999,2,11.51637949,9.358010087,
1,55500,2,8927.4999,2,10.9241383,9.096891668,
1,69500,1,9069.2499,0,11.14908203,9.112644838,
1,62660,1,11759.7501,0,11.04547856,9.372437971,
1,92000,1,14013.5001,1,11.42954386,9.547776437,
1,107726,1,15887.25,0,11.58734625,9.67327218,
1,50619,1,14598.5002,0,10.83208228,9.588674076,
1,62680,1,6685.3333,0,11.0457977,8.807671346,
2,23226,1,6241.3333,0,10.05302762,8.738949108,
1,22000,6,4182.1667,0,9.998797732,8.338584741,
1,123200,1,11088.1667,0,11.72156433,9.313633756,
1,1602,1,3684.3333,0,7.379008128,8.211844866,
1,109345,1,9435.1667,0,11.6022633,9.152199126,
1,51800,1,17180.6667,0,10.85514543,9.751540002,
1,35077,1,18248,0,10.46530092,9.811810764,
1,12582,1,2652.6667,0,9.4400225,7.883320715,
1,120000,1,11063.5999,1,11.69524702,9.31141571,
1,18426,1,2574.3333,0,9.82151799,7.853345867,
1,35652,1,6222.5667,0,10.48156053,8.735937753,
1,13000,1,2575.5001,0,9.472704636,7.853799008,
1,24000,2,2397.3333,0,10.08580911,7.782112274,
1,1626,2,2404.5,0,7.39387829,7.785097261,
1,19584,1,7023.6667,0,9.882468185,8.857040683,
2,31680,3,4064.3333,2,10.36344085,8.310004999,
1,30198,4,5162.7999,0,10.31553098,8.549234328,
1,28000,1,5617.3333,2,10.23995979,8.633612328,
1,52000,1,10881.6667,0,10.858999,9.294834698,
1,130000,1,14601.0333,0,11.77528973,9.588847579,
1,13811,1,2047.3333,0,9.533220655,7.624293396,
1,107669,1,14089.1667,6,11.58681699,9.553161462,
1,1626,1,5717.6667,0,7.39387829,8.651316082,
1,445084,1,32237.3555,0,13.00601831,10.38088117,
1,168000,1,18585.6667,2,12.03171926,9.830145955,
1,50000,1,7260.6666,0,10.81977828,8.890226922,
1,47321,1,33212.6667,0,10.76470945,10.41068661,
1,97364,1,10362.5222,0,11.48621181,9.245950942,
1,35000,1,4727.0001,0,10.46310334,8.461046052,
1,72000,1,10952.3333,0,11.1844214,9.301307799,
1,40632,1,10344.3333,0,10.61231121,9.244194142,
1,29346,2,6513.3333,0,10.28691153,8.781606632,
1,64987,4,8742.6667,0,11.08194253,9.075970537,
2,32452,1,5315.6667,0,10.38751735,8.57841372,
1,26634,1,7288.3333,0,10.18994387,8.894030171,
1,44626,1,4635.7667,0,10.70607193,8.44155688,
1,8475,1,2986,3,9.044875932,8.001689978,
2,55117,1,9833.4999,0,10.91721348,9.193550192,
1,57600,4,5223.0001,0,10.96127785,8.560827248,
1,10512,2,2973.5,0,9.260272741,7.997494989,
1,120000,1,14367.6667,2,11.69524702,9.572735593,
1,31904,1,7237.1668,0,10.37048667,8.886985083,
1,75000,1,3026.3334,0,11.22524339,8.015107067,
2,62000,1,12226.9333,0,11.03488966,9.411396445,
1,136582,1,11583.2333,0,11.82468045,9.357313926,
1,50832,1,3518.6667,0,10.83628136,8.165837418,
1,24000,1,3540.9667,0,10.08580911,8.172155048,
1,45362,1,9492.3333,0,10.72243003,9.158239731,
1,87433,1,21621.6667,0,11.37862806,9.981451179,
1,89400,1,10401.8334,2,11.40087596,9.249737358,
2,7000,1,5375.5999,0,8.853665428,8.589625456,
1,14001,1,1491.8333,0,9.546884035,7.307761045,
1,26400,4,3974.5,2,10.18111929,8.287654233,
1,18330,1,2164.3333,0,9.816294341,7.679867648,
2,46617,1,10504.6001,0,10.74972056,9.259568545,
1,13000,2,3997.8334,1,9.472704636,8.293507843,
1,15500,1,6781.4333,0,9.648595303,8.82194376,
2,13766,1,2359,0,9.529957063,7.765993079,
1,65482,1,10078.8333,0,11.08953057,9.218192791,
1,98040,1,17303.0222,0,11.49313084,9.758636459,
1,11700,1,6901.6667,2,9.367344121,8.839518212,
1,191000,1,10598.6667,0,12.16002871,9.268483489,
1,48000,1,3240,1,10.77895629,8.083328609,
1,34700,1,3675.7334,0,10.45449497,8.209507956,
1,34000,1,5267.1667,1,10.4341158,8.569247869,
1,34000,2,5936.7333,1,10.4341158,8.688914312,
1,468084,1,14989.8334,2,13.05640305,9.615127477,
1,400,2,7314.9667,1,5.991464547,8.897677761,
1,24426,1,3526.0001,0,10.10340342,8.167919391,
1,40000,1,6631.3333,0,10.59663473,8.799561164,
1,21304,1,3145.6667,0,9.966650127,8.053781134,
2,16800,1,6219.3333,0,9.729134165,8.735417993,
1,26000,1,3941.1667,0,10.16585182,8.279232075,
1,51000,1,12067.3333,0,10.83958091,9.398257353,
1,108000,1,18182.3333,2,11.58988651,9.808205704,
1,145000,1,8756.1667,0,11.88448902,9.077513497,
1,185000,4,60761.0222,2,12.1281111,11.01470378,
1,343185,1,28316.1447,2,12.74602494,10.25118741,
1,5000,1,4088.1666,0,8.517193191,8.315851884,
1,110000,1,11831.8333,0,11.60823564,9.378548915,
1,70000,1,4970.8333,0,11.15625052,8.511342771,
1,34878,4,4433,0,10.45961154,8.396831835,
1,7500,1,2155.8334,1,8.9226583,7.675932656,
1,1285,1,2716,0,7.158513997,7.906915489,
1,55102,2,7471.3333,0,10.91694129,8.918828749,
1,52380,1,12141.4999,1,10.86628012,9.404384607,
1,31000,1,3764.6667,0,10.34174248,8.23341461,
1,26000,1,11313.0999,0,10.16585182,9.333716616,
1,69826,1,5403.9333,0,11.15376171,8.594882356,
1,25000,1,4908.8334,1,10.1266311,8.498791596,
1,57200,1,4067.3334,0,10.95430918,8.310742879,
1,56926,1,9329.5,0,10.94950746,9.140936702,
1,198000,1,19844.5,1,12.19602231,9.89568217,
2,50799,1,21390,0,10.83563195,9.970678802,
1,20546,4,4086.6667,0,9.930421554,8.315484929,
1,70000,2,6335.5,0,11.15625052,8.753924016,
1,16026,1,2999,0,9.681967682,8.006034179,
1,16836,1,2734.3333,0,9.73127473,7.913642919,
1,162000,1,10574.9999,0,11.99535161,9.266247994,
1,59000,1,9220.1667,4,10.98529272,9.129148397,
1,35022,1,7744.6667,0,10.46373171,8.954759718,
1,83002,1,9723.5001,0,11.32661998,9.182300925,
