UrbanRural,Race,KidsCount,LogIncome,LogExpenditure
1,1,0,10.84302595,8.672657294
1,1,3,10.64494859,9.659311862
1,1,3,12.74573059,10.34902238
1,1,1,12.46148976,11.18098751
1,1,0,10.57469583,9.723283752
1,1,0,10.41331268,8.940498218
1,1,0,10.38062195,10.64261739
1,2,0,7.783224016,6.586171655
1,1,0,11.74403719,9.902163336
1,1,2,10.16431217,9.75780453
1,1,4,11.12726298,9.11101714
1,1,0,10.37349118,9.157783121
1,2,0,9.332911924,7.128696487
1,1,0,11.28772981,9.24727482
2,1,3,10.81977828,10.15082213
1,6,0,10.30895266,9.269528669
1,1,0,9.392661929,8.301347967
1,1,0,10.24799882,8.733432966
2,1,0,11.6086083,9.600691856
1,1,0,10.78487623,9.536599929
1,2,0,11.86466626,9.822315457
1,1,0,10.5668454,9.265396578
1,1,0,11.61210089,10.51809059
1,1,0,11.1124479,8.745841579
1,1,0,11.28938183,10.74038978
1,2,0,9.958259788,8.721846853
1,1,0,10.59663473,9.112507012
1,1,0,11.89886791,9.953954886
1,1,0,10.91508846,9.768240409
1,4,0,11.15625052,9.216496395
1,1,0,8.881836305,8.317277766
1,1,0,10.91354181,9.103923754
1,1,0,11.58067757,9.796236362
1,1,0,10.30895266,9.666292616
2,1,0,9.804109109,8.219056661
1,1,1,11.15625052,9.99263103
1,1,0,9.692396082,8.714403361
1,2,0,7.377758908,8.741615924
1,1,0,11.28978191,9.34417172
1,1,0,10.535424,9.126850051
1,1,3,11.40105492,9.578086306
1,1,3,11.60823564,10.04475922
1,1,0,9.210340372,7.421925244
1,1,0,11.49272276,9.909061156
1,2,1,8.188689124,8.661284877
1,1,1,11.12219132,9.779807482
1,1,0,10.66895539,9.564291102
1,1,2,7.824445931,9.772068214
1,5,1,12.10071213,9.660236953
1,1,0,11.04891981,9.802661187
1,1,0,11.69524702,8.818376195
1,1,0,11.3139378,9.146995794
1,2,0,11.22524339,9.24730854
1,1,0,10.66895539,9.542822509
2,1,0,10.20621832,8.383810382
1,1,0,11.70354582,9.716886859
1,1,0,10.58628132,9.077408788
1,1,4,8.961879013,8.838044062
1,1,0,10.76715779,9.277741978
1,1,0,11.60537702,9.554199544
1,1,0,4.912654886,9.862092477
1,1,0,10.87804719,9.037456155
1,1,1,11.39752584,9.745004574
1,1,1,11.39639165,9.592451548
1,1,0,11.8493977,10.16775385
2,1,0,9.789030231,8.752146729
1,2,0,10.6048013,9.025076491
1,1,0,10.14360621,9.343646739
1,1,1,11.27720313,9.600204407
1,1,0,10.29214554,9.306241277
1,1,0,11.40869764,9.44422602
1,1,1,11.32659589,9.340534962
1,1,0,9.906084178,9.933422498
1,1,0,10.27594726,8.667163718
1,1,1,9.635608107,9.063405264
1,1,0,11.10303056,10.20133033
1,4,0,9.047821442,8.754870628
1,1,0,11.15625052,9.411790317
1,1,0,12.74573059,10.35047148
1,1,0,11.60093634,9.637534362
1,1,0,9.403601869,7.732369222
2,1,0,9.875396672,8.355379895
1,1,0,11.44753325,9.784295712
1,1,2,11.59910316,9.645888423
1,1,3,11.1124479,9.588468548
1,1,0,11.51292546,10.67681628
1,2,0,10.66895539,9.154277817
1,1,0,11.21182037,9.426419026
2,1,0,9.202912856,8.300044137
1,1,1,11.87059991,9.366039843
1,4,0,8.516993171,9.07515045
1,1,0,12.33710091,9.912459682
1,1,0,11.00209984,9.31814041
1,1,0,11.06538758,9.499908165
1,6,0,10.69765585,9.172955163
1,1,1,11.03521219,9.470062696
1,2,0,9.154616223,7.607878073
1,1,0,11.48287854,10.59345468
1,1,0,11.40756495,9.865071516
1,1,0,10.36407196,8.73427038
1,1,0,10.79957558,9.688278074
1,1,0,10.30895266,8.92502217
1,1,0,11.76216552,10.7707875
1,1,0,12.75154314,10.03562411
1,1,0,10.80895998,8.654255842
1,1,3,11.95761129,10.25267444
1,1,0,10.81977828,9.52312351
1,1,0,7.72753511,9.197356444
1,1,0,12.34583459,11.06832106
1,1,2,9.532423871,8.718745316
1,1,0,11.00209984,9.223207238
1,1,0,11.72199443,10.0746007
1,1,0,11.60823564,9.435861096
1,1,0,9.629708385,8.239065332
1,1,0,10.64318429,8.970686269
1,1,0,12.2759438,9.878567096
1,1,0,10.58081018,9.501067803
1,1,0,11.3736634,9.635853169
2,1,2,11.72480582,10.18424886
1,1,1,10.2646524,8.996001706
1,1,0,11.05089001,9.469854432
1,1,0,12.22096126,9.923473982
1,1,0,9.603867843,8.324336333
1,1,0,10.53545058,8.437175483
2,1,0,9.942034962,9.123365358
1,1,0,9.516206115,9.269646478
1,1,0,10.4341158,9.060313665
1,4,1,12.05524976,10.1835595
1,1,1,10.6501755,8.886015062
1,1,1,11.27212698,9.59779424
1,1,0,11.46163217,9.243557533
1,1,6,9.190647739,9.293591763
1,6,0,9.575816472,8.744806737
1,1,4,9.798127037,8.756406923
1,1,0,12.27839331,10.03416488
1,1,1,11.08214255,10.62736397
1,1,0,10.27505111,8.724044746
1,1,2,12.93140624,9.831628977
1,1,0,11.15625052,9.775290479
1,1,0,10.81977828,9.037711675
1,1,0,9.952277717,8.58012106
2,1,0,10.90826524,9.019421968
1,2,2,11.85474055,10.14489464
1,2,0,10.15163586,8.974997726
1,1,1,11.87418787,10.3852499
1,4,3,10.34174248,9.540359683
1,1,2,11.05089001,9.224795383
1,1,3,9.416378455,9.076117312
1,1,0,10.40750002,8.466005176
1,2,0,9.903487553,7.77548582
1,1,0,9.69769264,8.772029189
1,1,0,11.3736634,9.814276496
1,1,0,10.50649118,9.366061256
1,4,0,10.72168022,9.203063973
1,1,5,10.77895629,9.189622226
1,1,0,9.480901718,8.286521374
2,1,1,10.55986701,7.809419605
1,1,0,11.24373798,10.14740385
1,1,0,10.09732587,9.178952899
1,1,1,11.58245153,9.505227674
1,4,0,10.08580911,9.061225325
1,1,0,11.51292546,9.702258374
1,1,0,10.727663,8.759927567
1,1,0,12.85926725,10.27796295
1,1,0,10.59788395,8.888618807
1,1,0,8.881836305,7.310383099
1,1,0,10.83958091,8.544711097
1,1,0,9.795790977,7.858254182
1,1,0,11.42954386,9.60861301
1,1,0,12.74573059,9.930202514
1,1,0,10.83616331,9.248021439
1,1,0,9.860371261,9.173380711
1,1,0,10.21464198,10.25802012
1,1,0,10.95142039,9.463372776
1,1,0,10.4744671,9.462203546
1,1,0,11.61559035,9.54115377
1,1,0,11.7862525,9.321434419
1,1,0,10.64842041,10.1750593
1,1,0,7.696212639,8.48467
1,1,0,9.392661929,8.319181156
1,1,0,11.58375665,9.408863308
1,1,0,10.37349118,8.982812222
1,1,0,9.831561813,8.790877754
1,3,4,9.314700387,8.378907636
1,4,2,11.1844214,9.822982238
1,1,0,10.15062103,8.631458955
1,1,0,10.69512168,9.391327706
1,1,0,10.53677857,9.85025818
1,2,0,9.269929163,7.961021466
1,1,0,11.46163217,9.098290879
1,1,0,7.39387829,9.443988556
1,2,1,10.23995979,8.957961091
2,1,2,10.61029106,8.383798909
1,1,0,10.07474816,8.430327237
1,1,0,11.61005218,10.10031793
1,1,2,11.33857208,9.655192852
1,2,1,10.91508846,9.277905567
1,1,0,12.74573059,10.46371839
1,1,1,12.01757204,10.44834497
1,1,0,10.80875778,9.764455344
1,1,0,11.42954386,10.46085797
1,1,1,12.74644445,10.69771234
1,2,1,12.083679,10.2937375
1,1,0,10.73639668,9.225007285
1,4,1,10.21837128,9.440820949
1,1,0,9.490620115,9.129211647
1,1,2,11.91839057,10.54575583
1,1,0,4.605170186,8.182559292
1,1,3,10.86360376,9.049361433
1,1,0,11.51292546,10.22778598
1,6,0,11.98292909,9.913317401
2,1,0,10.66895539,9.173894206
1,1,0,9.764225485,9.084295185
1,1,0,11.87512114,9.929130947
1,1,0,9.361687124,7.760040681
1,1,1,10.20359214,8.812173581
1,6,0,10.1266311,8.765653566
1,1,0,10.81977828,9.20303878
1,2,0,9.392661929,7.882126222
1,1,0,9.546812609,9.933677224
2,1,0,10.17351469,9.166074956
1,2,0,10.50591649,8.886512867
1,1,2,11.60823564,9.869917842
1,1,2,10.38523446,9.411933369
1,1,0,10.25157069,9.076866121
1,6,0,9.604137675,9.887586803
1,4,0,8.055157732,10.08520268
1,1,0,11.00209984,9.53800848
1,1,0,11.38226993,9.610893429
1,6,0,11.38053628,9.397068871
1,1,0,9.798127037,9.073517855
1,1,0,10.59663473,9.176990392
1,4,0,11.60823564,9.377958528
1,1,0,12.4292162,10.12856257
1,1,0,11.51292546,10.8425295
1,1,0,9.27799902,6.927312778
1,1,0,11.73606902,10.33555402
1,1,0,10.9242464,9.215253284
1,1,0,12.23563145,10.41903202
1,4,0,9.82493124,9.000174742
1,1,0,12.11011225,10.01821036
1,2,2,11.96400108,9.524174964
1,1,1,11.44035477,9.446317223
2,1,0,6.782192056,8.297045149
1,1,0,10.55516148,9.417191927
1,1,1,11.25449147,9.36866803
1,1,0,9.650271317,8.810757927
1,1,0,10.41816575,9.763161701
1,1,0,11.67309514,10.0953805
2,1,0,11.2515607,9.129975968
1,1,0,9.955795332,9.588639812
1,1,1,12.74573059,10.29702346
1,2,0,11.53272809,9.166728019
1,2,0,10.51867319,8.758373121
1,1,0,10.67419745,9.297916173
1,1,0,11.50287513,9.765555061
1,2,0,10.77753862,9.485696795
1,2,0,8.050384453,8.046229101
1,2,0,10.40426284,8.774196976
1,1,0,11.06663836,9.033274977
1,4,2,10.04394491,9.034557404
1,1,1,9.775654181,9.552386332
1,1,3,10.08780711,8.793498291
1,1,2,11.22524339,9.597342748
1,1,2,11.2515607,9.652699778
1,1,0,10.08580911,8.583785889
1,1,2,11.42954386,10.10148764
1,1,0,11.22524339,9.630539729
1,2,3,8.914626128,9.037265929
1,1,2,10.858999,9.754561113
1,1,0,9.998797732,9.371246752
1,2,0,11.29849385,9.510574593
1,1,0,10.98125067,9.683666607
1,1,0,8.070906089,8.369852604
1,1,0,10.46310334,9.459580436
1,1,1,12.02574909,10.37253761
1,1,0,10.53545058,9.130972437
1,2,0,10.34174248,8.581387922
1,1,0,10.25597374,8.895766604
1,1,2,9.114379981,8.673683988
1,1,0,11.50388472,9.348470566
1,1,0,11.00209984,9.09341322
1,1,0,9.705280487,8.50116543
1,1,0,11.60914432,9.155012634
2,1,0,10.75029958,9.613686563
1,1,0,9.497622364,10.55074785
1,1,0,10.95080655,8.787105834
1,1,0,10.49127422,8.476267025
1,1,1,10.67359577,9.648675951
1,1,0,9.587406006,8.030734924
1,1,0,10.6249306,8.896177409
1,1,0,10.02100389,8.744169389
1,1,0,11.22524339,9.489523942
1,4,1,11.35040654,9.877555874
1,1,0,10.6454249,8.917913715
1,1,2,11.54877512,9.856566266
1,1,0,11.08521475,8.754673479
1,1,0,7.770223204,9.45069496
1,1,0,11.54248427,9.667512029
1,1,2,11.91905702,10.93573358
1,6,0,11.08214255,9.276057895
1,2,0,11.35040654,9.325787357
1,1,0,9.28952117,7.707062655
1,1,0,10.22335846,9.713778777
1,1,1,11.83500896,11.07989001
1,1,0,8.881836305,7.683403681
1,1,3,11.7905572,10.22596047
2,1,0,10.4020179,8.891600975
1,1,0,11.40756495,9.641554445
1,1,0,11.5638657,9.883598566
1,1,0,10.28192399,9.403931513
1,1,0,9.392661929,8.770928037
1,1,4,12.2855906,10.09660616
1,1,0,10.21855373,8.885025658
1,1,0,8.411832676,9.33542558
1,1,2,12.07262696,10.0184466
1,2,1,12.90690026,9.781884725
1,1,0,10.94298658,9.593150796
1,2,0,9.256651275,7.457032089
1,2,0,10.60157252,8.803086164
1,1,2,11.51637949,9.358010087
1,2,2,10.9241383,9.096891668
1,1,0,11.14908203,9.112644838
1,1,0,11.04547856,9.372437971
1,1,1,11.42954386,9.547776437
1,1,0,11.58734625,9.67327218
1,1,0,10.83208228,9.588674076
1,1,0,11.0457977,8.807671346
2,1,0,10.05302762,8.738949108
1,6,0,9.998797732,8.338584741
1,1,0,11.72156433,9.313633756
1,1,0,7.379008128,8.211844866
1,1,0,11.6022633,9.152199126
1,1,0,10.85514543,9.751540002
1,1,0,10.46530092,9.811810764
1,1,0,9.4400225,7.883320715
1,1,1,11.69524702,9.31141571
1,1,0,9.82151799,7.853345867
1,1,0,10.48156053,8.735937753
1,1,0,9.472704636,7.853799008
1,2,0,10.08580911,7.782112274
1,2,0,7.39387829,7.785097261
1,1,0,9.882468185,8.857040683
2,3,2,10.36344085,8.310004999
1,4,0,10.31553098,8.549234328
1,1,2,10.23995979,8.633612328
1,1,0,10.858999,9.294834698
1,1,0,11.77528973,9.588847579
1,1,0,9.533220655,7.624293396
1,1,6,11.58681699,9.553161462
1,1,0,7.39387829,8.651316082
1,1,0,13.00601831,10.38088117
1,1,2,12.03171926,9.830145955
1,1,0,10.81977828,8.890226922
1,1,0,10.76470945,10.41068661
1,1,0,11.48621181,9.245950942
1,1,0,10.46310334,8.461046052
1,1,0,11.1844214,9.301307799
1,1,0,10.61231121,9.244194142
1,2,0,10.28691153,8.781606632
1,4,0,11.08194253,9.075970537
2,1,0,10.38751735,8.57841372
1,1,0,10.18994387,8.894030171
1,1,0,10.70607193,8.44155688
1,1,3,9.044875932,8.001689978
2,1,0,10.91721348,9.193550192
1,4,0,10.96127785,8.560827248
1,2,0,9.260272741,7.997494989
1,1,2,11.69524702,9.572735593
1,1,0,10.37048667,8.886985083
1,1,0,11.22524339,8.015107067
2,1,0,11.03488966,9.411396445
1,1,0,11.82468045,9.357313926
1,1,0,10.83628136,8.165837418
1,1,0,10.08580911,8.172155048
1,1,0,10.72243003,9.158239731
1,1,0,11.37862806,9.981451179
1,1,2,11.40087596,9.249737358
2,1,0,8.853665428,8.589625456
1,1,0,9.546884035,7.307761045
1,4,2,10.18111929,8.287654233
1,1,0,9.816294341,7.679867648
2,1,0,10.74972056,9.259568545
1,2,1,9.472704636,8.293507843
1,1,0,9.648595303,8.82194376
2,1,0,9.529957063,7.765993079
1,1,0,11.08953057,9.218192791
1,1,0,11.49313084,9.758636459
1,1,2,9.367344121,8.839518212
1,1,0,12.16002871,9.268483489
1,1,1,10.77895629,8.083328609
1,1,0,10.45449497,8.209507956
1,1,1,10.4341158,8.569247869
1,2,1,10.4341158,8.688914312
1,1,2,13.05640305,9.615127477
1,2,1,5.991464547,8.897677761
1,1,0,10.10340342,8.167919391
1,1,0,10.59663473,8.799561164
1,1,0,9.966650127,8.053781134
2,1,0,9.729134165,8.735417993
1,1,0,10.16585182,8.279232075
1,1,0,10.83958091,9.398257353
1,1,2,11.58988651,9.808205704
1,1,0,11.88448902,9.077513497
1,4,2,12.1281111,11.01470378
1,1,2,12.74602494,10.25118741
1,1,0,8.517193191,8.315851884
1,1,0,11.60823564,9.378548915
1,1,0,11.15625052,8.511342771
1,4,0,10.45961154,8.396831835
1,1,1,8.9226583,7.675932656
1,1,0,7.158513997,7.906915489
1,2,0,10.91694129,8.918828749
1,1,1,10.86628012,9.404384607
1,1,0,10.34174248,8.23341461
1,1,0,10.16585182,9.333716616
1,1,0,11.15376171,8.594882356
1,1,1,10.1266311,8.498791596
1,1,0,10.95430918,8.310742879
1,1,0,10.94950746,9.140936702
1,1,1,12.19602231,9.89568217
2,1,0,10.83563195,9.970678802
1,4,0,9.930421554,8.315484929
1,2,0,11.15625052,8.753924016
1,1,0,9.681967682,8.006034179
1,1,0,9.73127473,7.913642919
1,1,0,11.99535161,9.266247994
1,1,4,10.98529272,9.129148397
1,1,0,10.46373171,8.954759718
1,1,0,11.32661998,9.182300925
1,1,3,10.65725935,9.13888017
1,1,0,10.28874995,10.14615395
1,2,1,11.66349832,9.497259649
1,1,0,10.63585545,9.170732921
1,1,0,10.91871823,8.935964932
1,4,0,11.56765983,9.62821703
1,3,0,11.19821472,9.533280996
1,1,0,11.49323283,9.166266565
1,1,0,10.31738369,8.314097335
1,1,0,9.51088931,7.344288277
1,1,0,10.50911414,9.151722073
1,1,0,11.44035477,9.092476087
1,1,2,11.62625415,9.406885304
1,6,1,10.9644672,9.00579366
1,1,3,10.21097225,8.800063712
1,1,0,10.12870894,9.351608423
1,1,2,9.392661929,7.964735071
1,1,0,11.38494436,8.913864184
1,1,0,11.00214984,9.116871832
2,1,0,10.34174248,8.643003196
1,5,1,9.238344568,8.557163623
1,1,0,10.65513946,8.814924615
2,1,0,10.00088646,7.99221232
1,6,0,8.652423141,7.154094362
1,1,2,12.06681058,9.655165075
1,2,4,9.734240155,8.628358843
1,1,0,10.49127422,9.116838882
1,4,0,10.66895539,8.867239553
1,1,0,9.82151799,9.454514557
1,1,0,11.46163217,8.79531976
2,1,0,9.857338897,7.957644056
2,1,0,7.39387829,8.327242607
1,1,0,11.27973158,8.916371928
1,1,0,11.03488966,9.461700723
1,1,0,10.61643736,8.621132704
1,1,0,11.62625415,8.333590807
1,1,0,11.18278116,8.714239144
1,1,1,11.07596969,9.055361568
1,1,0,11.34004718,8.938837809
1,2,1,10.31982666,8.581544189
1,1,0,9.392661929,8.06575742
1,1,0,8.961879013,8.429963602
1,1,2,11.2867774,9.234089447
1,1,0,10.70331188,9.657107366
1,2,0,9.388486557,9.712488457
1,1,0,10.62871463,8.588893512
1,1,0,9.486304051,10.11249161
1,1,0,9.911158059,7.623316038
1,1,0,8.961879013,7.610027351
1,1,2,11.80559508,9.42572053
1,1,0,10.95853102,10.59391604
1,1,0,11.17926926,9.074234239
1,1,0,11.88448902,9.227043416
1,1,0,9.221972456,7.828038032
1,1,0,12.12323437,10.89965523
1,4,0,11.8493977,9.660344634
1,1,0,7.640123173,8.738868994
1,2,0,10.77895629,9.101518317
1,1,0,10.29728486,8.52350656
1,1,2,11.47767127,9.256683115
1,1,0,11.91839057,10.0433152
1,1,0,11.44571672,9.49530375
1,1,0,11.51492347,9.051747057
1,1,3,9.392661929,9.161066101
1,1,0,11.12726298,8.866017399
1,1,2,9.517825072,8.838846656
1,1,1,13.01050178,10.08685717
1,1,0,12.58107855,9.697628479
1,1,0,11.64880161,9.018412829
1,1,0,8.853665428,8.359735948
1,1,0,9.340929942,7.368760229
1,1,0,10.25195894,8.687779492
2,2,0,9.61580548,7.45857057
1,1,0,11.21182037,9.355522382
1,1,0,11.54595397,9.640477845
1,1,0,8.355144739,9.848362363
1,1,0,10.47666807,8.619870115
2,1,0,11.22524339,9.156239635
1,1,0,11.05564061,9.431949411
2,1,0,9.457044188,7.756195344
1,1,0,11.3736634,9.066681677
1,1,0,12.34583459,9.689489553
1,1,0,10.34817337,8.532311669
1,1,0,13.16508948,9.721737167
1,1,1,11.3736634,9.332926671
1,1,0,11.69524702,9.240610882
1,2,0,10.65820009,9.32966296
1,1,6,11.46715374,8.77467375
1,1,1,9.903787508,9.064408594
1,1,0,10.01538665,7.966008417
1,1,0,5.298317367,9.342555062
2,1,0,10.18210365,8.494538521
1,1,0,11.84095502,9.808938751
1,1,0,11.00589264,9.83127522
1,1,0,11.04333775,8.991952159
1,1,0,9.681967682,8.461891876
1,1,0,12.05524976,9.582386571
1,1,0,11.79926914,9.941691191
1,2,0,10.21793326,7.95284959
2,1,0,10.51096791,8.462737006
1,1,2,11.80559508,10.85174239
1,1,0,9.08545719,8.335991
1,1,0,11.19552618,8.967334196
1,1,0,9.825417897,8.077240142
1,1,0,11.56085812,9.012539624
1,1,0,10.14643373,8.199967863
1,1,0,10.03906685,8.003585936
1,4,0,11.49272276,9.703033927
1,4,3,11.6351431,10.39122877
1,1,0,11.22524339,10.09879389
1,4,0,10.91508846,9.106645147
1,1,0,11.36210258,9.15915584
1,1,2,11.22524339,9.081203117
1,1,0,10.16992045,9.2428721
1,1,0,9.472704636,9.73113613
1,2,3,6.856461985,8.665843049
1,4,1,11.75036632,9.406811344
1,4,0,11.16336799,8.042592355
1,1,0,10.91508846,8.770464952
2,1,2,10.91508846,10.17342563
1,2,0,10.53545058,8.115620488
1,1,1,11.51292546,9.033961137
1,1,0,12.91924547,10.64672563
1,1,1,11.26446411,9.316185779
1,4,0,12.74573059,9.58858272
1,1,0,11.79433792,9.511074389
2,1,1,11.36210258,9.494229415
1,1,0,11.64510219,9.46520221
1,2,0,7.139660336,8.058749148
1,6,0,11.09020229,8.883640233
1,4,0,7.503289631,8.469647246
1,1,0,11.15625052,9.113700972
1,2,0,9.61580548,8.267791236
1,1,2,11.30220443,9.671577904
1,1,2,11.74934845,9.123819787
1,1,0,10.91042305,8.551948836
1,6,0,9.553504454,7.570786853
1,1,0,11.96818341,10.10185333
1,1,3,11.69524702,9.118517442
1,1,0,11.01862914,9.026225196
1,2,0,10.77895629,9.182043773
1,1,3,11.86358234,9.606327364
1,1,0,10.13380531,8.225369247
1,1,2,11.36210258,8.711031508
1,1,0,10.73158075,8.355301524
1,1,0,11.11252252,8.490986106
1,4,2,13.07963123,10.21515467
1,1,0,10.06705094,8.449627865
1,1,0,10.08129895,8.160803921
1,1,0,10.46310334,8.807222517
1,1,0,10.20359214,8.427778944
1,1,2,10.83958091,9.597120899
1,1,0,10.52406404,8.19026197
1,1,0,11.56594477,9.051500935
1,1,0,11.1124479,8.820551758
1,1,0,10.64335132,9.252089933
1,1,0,12.14153412,10.14512001
1,1,2,11.35040654,9.008897168
1,2,0,9.757305042,7.816954244
1,1,0,10.7724141,9.379773673
1,1,0,11.59910316,9.711927445
1,1,0,11.93387014,9.910638032
1,1,0,11.8277362,9.413049899
1,1,0,9.868481943,8.104199807
2,1,0,9.697446909,7.78301562
1,1,0,10.85890284,8.261698618
1,6,1,10.70373873,8.623473272
1,1,0,10.18111929,8.115919278
1,1,1,10.53209621,8.531128956
1,1,1,11.16895519,9.446347504
1,1,0,8.032684876,8.088254727
1,1,0,12.8969272,9.731916678
1,1,0,10.79327002,9.529315066
1,1,2,11.26446411,8.887813779
1,2,0,8.163371316,8.053463186
1,1,0,11.72335655,8.493992812
1,1,0,12.19602231,9.640368003
1,1,0,12.01370075,10.14428109
1,1,1,9.791438049,8.028096443
1,1,0,11.21182037,8.865843361
1,1,1,11.97665948,9.85378948
1,2,0,10.34174248,8.47827216
1,2,0,7.6666902,6.111467118
1,1,0,11.05090588,8.976599201
1,1,2,11.43171541,8.651665796
1,1,0,12.01567456,9.821000473
1,1,0,11.58058411,9.447176424
1,1,1,7.937374696,8.385070338
1,1,0,10.66895539,9.101009016
1,1,0,8.613775289,8.81774213
1,1,0,10.91508846,9.858472754
1,1,0,11.60823564,9.229090151
1,1,0,7.60090246,7.60887058
1,2,0,10.50572486,9.098141718
1,1,0,10.99561218,8.892716704
1,1,0,10.91508846,9.641711451
1,1,0,9.856133856,8.175078389
1,1,0,10.10201049,7.852179837
1,1,0,11.5811447,9.310378747
2,1,0,11.3736634,10.33930942
1,1,0,10.27983276,8.039049869
1,1,0,10.24259916,8.662741266
1,1,0,10.35583625,8.357415607
1,2,0,10.05474835,7.855350861
1,1,0,11.41861479,9.307890469
1,1,0,10.53545058,7.832939665
1,6,0,10.81977828,8.570797141
1,1,0,11.67419361,9.054913867
1,2,0,10.54534144,8.634383447
1,1,0,11.8913619,10.7284412
2,1,0,8.006367568,8.151141105
1,2,0,11.03488966,8.799938091
1,1,0,10.02517407,8.108723564
1,1,0,10.00006965,8.855245137
1,1,0,11.98292909,9.650798609
1,1,0,9.347838885,8.395251521
1,1,0,6.866933284,7.570099533
1,1,0,11.91839057,9.575525006
1,1,0,10.01493948,8.465548951
1,1,2,10.90323669,9.945340941
1,1,0,11.32659589,9.483885497
1,1,3,10.08497543,8.298581033
1,1,0,10.17450656,8.128683544
1,1,0,12.13457664,9.965530772
1,1,0,9.985528263,8.247132729
1,1,1,11.89818787,9.169188458
1,1,2,12.01370075,9.73209736
1,1,0,10.4341158,8.335631338
1,1,2,10.06900199,9.039215885
1,1,0,11.59542669,10.49582496
1,1,0,10.00901805,9.075398465
1,1,0,10.37380363,8.702122462
1,1,1,11.05089001,8.985215685
1,1,3,11.4171962,9.274347493
2,1,0,11.03488966,9.233861557
1,1,1,10.64265917,8.678177605
1,1,1,11.79810441,9.165360454
1,2,1,11.31934072,9.201568673
1,1,0,10.73639668,8.536636283
1,1,3,11.83355864,9.362775298
1,1,0,11.7905572,9.79887675
2,1,0,10.80261178,9.413838881
1,1,0,10.66895539,8.641897411
1,1,0,10.43470387,8.385298561
1,1,0,10.96819829,8.563917719
1,1,0,12.3327053,9.572526769
1,2,0,11.22524339,8.70145731
1,1,3,11.45062444,9.326789185
1,1,0,11.02679245,9.385985977
1,4,0,7.495541944,5.506685497
1,1,0,11.86358234,9.388207581
1,1,0,10.78170252,9.028778531
1,1,0,12.28534583,9.570924335
1,1,0,9.488729398,6.026670722
1,1,0,11.60823564,9.158274853
1,1,2,10.76553327,9.981474304
1,4,0,11.65355659,9.671114036
1,4,1,10.50232405,8.649945108
1,2,1,11.04132055,8.857681168
2,1,0,11.49272276,9.037101447
1,1,1,11.9511804,9.617550623
1,1,0,11.8493977,9.260811665
1,1,1,11.08214255,9.578592708
